system:index,SWIR2,SWIR2_1,SWIR2_10,SWIR2_11,SWIR2_12,SWIR2_13,SWIR2_14,SWIR2_15,SWIR2_16,SWIR2_17,SWIR2_18,SWIR2_19,SWIR2_2,SWIR2_20,SWIR2_21,SWIR2_22,SWIR2_23,SWIR2_24,SWIR2_25,SWIR2_26,SWIR2_27,SWIR2_28,SWIR2_29,SWIR2_3,SWIR2_30,SWIR2_31,SWIR2_32,SWIR2_4,SWIR2_5,SWIR2_6,SWIR2_7,SWIR2_8,SWIR2_9,.geo
00000000000000000017_0,624.5,528.0,509.5,521.0,521.5,564.0,574.0,564.0,548.0,586.5,537.5,542.0,635.0,534.0,528.0,544.5,581.0,534.0,518.0,508.0,527.0,545.0,537.5,556.5,523.0,577.0,523.0,504.0,509.0,503.0,598.0,470.0,526.0,
00000000000000000018_0,758.0,624.5,620.0,577.0,534.0,631.0,648.0,660.0,570.0,582.0,583.0,555.5,737.0,559.0,542.0,568.5,524.5,525.5,538.0,515.0,519.0,518.0,525.5,654.0,528.0,548.0,521.5,564.5,551.0,571.0,665.0,582.0,568.5,
00000000000000000019_0,512.0,459.0,415.0,447.0,378.0,505.0,514.0,483.5,492.0,528.0,433.0,400.0,462.5,478.0,465.0,459.0,425.5,452.0,432.5,465.5,476.0,470.5,471.5,524.0,519.5,502.0,435.0,409.0,423.0,425.0,516.0,422.0,465.0,
0000000000000000001a_0,515.0,547.0,502.5,491.5,469.5,595.0,552.0,566.0,536.0,550.5,559.5,530.0,517.0,531.5,555.0,548.0,556.0,523.0,527.0,545.0,542.0,567.0,562.0,510.0,593.5,557.0,532.5,476.5,474.5,498.0,516.0,463.5,522.0,
0000000000000000001b_0,650.0,691.0,668.5,697.0,775.0,713.0,712.0,721.0,724.0,753.0,732.0,608.0,646.0,508.0,514.0,609.0,634.5,581.0,605.0,619.0,677.5,610.5,657.0,749.0,640.0,701.0,693.0,705.5,749.0,685.5,873.5,772.5,838.5,
0000000000000000001c_0,368.0,410.5,415.0,435.0,507.0,452.0,447.5,442.0,443.0,498.0,461.0,417.0,416.5,376.0,412.0,452.0,461.5,424.0,447.0,500.5,498.5,419.0,523.0,521.0,477.0,472.5,468.5,358.0,471.0,389.5,592.5,536.0,484.0,
0000000000000000001d_0,371.0,436.0,353.0,380.5,491.0,434.0,422.0,384.0,397.0,449.0,451.5,393.5,410.0,362.5,347.0,469.0,439.0,431.0,390.5,407.0,439.0,374.0,471.0,541.0,482.0,387.0,420.0,431.0,454.0,393.0,589.0,567.0,449.5,
0000000000000000001e_0,265.5,270.0,242.0,251.0,270.5,308.0,300.0,312.0,330.5,339.0,326.0,340.0,279.0,312.5,284.0,335.0,304.5,324.0,328.0,318.0,344.0,342.5,344.0,355.0,356.0,342.0,358.5,265.0,249.0,248.5,469.0,296.0,268.0,
0000000000000000001f_0,698.0,638.0,673.0,651.0,637.0,690.0,710.5,690.0,679.5,662.0,616.0,566.5,654.0,595.0,586.0,581.0,585.0,550.0,535.0,585.0,620.0,592.5,589.0,660.0,610.0,622.0,590.5,606.5,651.0,620.0,737.0,636.5,662.0,
00000000000000000020_0,536.0,652.0,575.0,618.0,672.0,629.5,661.0,672.0,723.5,783.0,816.0,636.5,549.0,499.0,462.0,519.5,481.5,515.0,537.0,603.0,560.0,493.5,519.5,723.5,530.0,512.0,522.5,566.0,647.5,622.0,797.0,681.5,718.0,
00000000000000000021_0,700.5,686.0,639.0,583.0,598.0,654.0,593.0,606.0,585.0,625.0,603.5,554.0,702.0,609.0,585.5,588.0,590.0,550.0,568.5,566.0,583.0,624.5,621.5,681.0,615.0,612.0,624.0,648.0,601.5,612.0,660.0,633.0,578.5,
00000000000000000022_0,556.5,531.0,549.0,542.0,556.0,548.5,560.0,563.5,579.0,567.0,560.0,534.0,585.5,523.5,524.0,545.0,511.0,524.5,506.0,529.0,520.5,561.0,566.0,558.0,566.0,586.0,557.0,546.0,551.0,562.0,612.0,585.0,529.0,
00000000000000000023_0,372.5,413.5,374.0,371.0,425.5,406.0,438.0,382.0,409.0,441.0,385.0,405.0,368.0,378.0,388.0,421.5,403.0,417.5,424.0,434.0,468.0,450.0,524.5,450.0,462.0,468.0,462.0,334.0,432.0,430.0,624.0,446.0,385.0,
00000000000000000024_0,651.0,571.0,507.0,551.0,492.0,618.5,621.0,559.0,535.0,581.5,553.0,548.0,554.0,497.0,518.0,543.0,531.0,535.0,537.0,540.5,552.0,564.0,566.0,601.0,611.5,581.0,552.0,540.0,532.0,502.0,585.0,536.0,569.0,
00000000000000000025_0,396.0,400.0,290.0,422.0,398.0,431.5,421.0,411.0,418.5,433.0,386.5,367.0,392.0,391.0,328.0,420.0,401.5,410.0,410.5,396.5,426.0,446.5,490.0,440.5,465.0,458.0,438.0,388.0,432.0,401.5,542.5,465.0,404.0,
00000000000000000026_0,578.5,564.5,537.0,593.5,543.0,589.0,612.0,604.0,590.5,599.0,573.0,536.0,577.0,546.5,566.0,572.5,587.5,553.5,565.0,584.5,590.0,614.0,607.0,860.0,617.0,592.0,567.5,569.0,601.0,577.0,664.5,568.0,538.5,
00000000000000000027_0,906.5,1008.0,664.0,737.0,710.0,706.0,762.0,730.0,694.0,672.5,654.5,583.0,877.0,638.0,614.0,616.0,611.0,586.5,586.5,586.5,608.0,589.0,637.0,937.0,636.0,654.0,599.0,693.5,879.0,717.5,1016.0,754.5,773.0,
00000000000000000028_0,533.0,567.0,442.0,547.0,524.0,631.0,565.0,586.0,547.0,579.0,558.0,507.0,564.0,521.0,489.0,555.0,458.0,502.0,524.0,534.0,519.5,581.0,573.5,537.5,573.0,560.0,566.0,455.5,568.0,562.5,664.0,579.0,520.5,
00000000000000000029_0,471.0,500.0,415.0,471.5,463.0,563.0,497.5,553.0,508.5,599.0,489.0,484.0,475.0,528.0,500.0,553.0,510.5,493.0,526.5,541.5,515.0,664.0,598.0,489.5,600.5,611.0,543.0,514.0,541.0,462.0,649.0,543.0,525.0,
0000000000000000002a_0,533.0,525.0,442.0,509.0,492.0,551.0,477.0,536.0,522.0,561.0,530.0,491.0,556.0,498.5,477.0,548.0,531.0,521.0,495.0,510.0,530.5,566.0,532.0,567.0,543.5,577.0,512.0,514.0,528.0,479.0,598.0,532.0,501.5,
0000000000000000002b_0,487.0,518.0,453.5,504.5,436.0,540.5,529.0,548.0,505.0,567.0,529.0,454.0,554.0,497.0,471.0,512.0,524.0,504.0,503.0,503.0,554.0,573.0,610.0,507.0,541.0,529.5,525.0,505.0,484.0,503.0,674.0,538.5,533.5,
0000000000000000002c_0,542.0,471.0,442.0,436.0,467.0,512.0,457.0,511.0,475.0,529.0,518.0,489.0,522.0,490.5,445.0,512.5,519.0,452.0,476.5,503.0,526.5,604.0,515.0,510.0,568.0,526.5,524.5,394.0,516.0,498.0,771.0,515.0,499.0,
0000000000000000002d_0,533.0,522.5,442.0,484.0,489.0,572.0,496.0,519.5,487.5,526.0,491.5,501.0,485.5,509.0,445.0,547.5,515.5,509.0,490.0,575.5,553.0,604.5,583.0,477.0,599.5,555.0,575.5,446.0,506.5,468.0,655.0,502.5,481.0,
0000000000000000002e_0,428.0,480.5,415.0,448.0,456.5,526.0,496.0,487.5,494.0,525.0,527.0,502.0,432.5,509.0,473.5,531.0,510.0,524.0,495.0,531.0,542.0,620.0,560.0,467.0,567.0,585.5,572.5,446.0,516.0,452.0,700.0,551.5,539.0,
0000000000000000002f_0,429.0,442.0,442.0,439.5,383.0,506.0,447.0,498.0,469.5,462.0,488.0,412.5,449.5,438.0,467.5,481.0,497.5,438.0,460.0,473.0,476.5,554.0,493.0,462.5,518.0,488.0,502.0,432.0,455.0,444.0,543.0,413.5,499.0,
00000000000000000030_0,368.0,426.0,243.0,346.0,384.5,476.0,405.0,456.0,430.0,490.5,390.5,404.0,394.0,377.0,379.0,444.0,399.0,404.5,450.5,461.5,398.5,510.5,478.0,421.0,471.0,462.0,458.0,388.0,427.0,412.5,624.0,461.5,474.0,
00000000000000000031_0,512.0,485.0,374.5,465.0,505.5,552.0,490.5,479.0,496.0,517.0,487.0,434.0,479.0,432.0,455.0,504.5,512.5,491.0,436.0,487.0,573.0,578.0,593.0,490.0,551.5,541.0,512.0,454.0,468.0,472.0,644.5,502.0,474.0,
00000000000000000032_0,448.0,424.0,374.5,448.0,486.0,550.0,470.5,494.0,483.0,555.0,483.0,473.0,475.0,476.0,439.0,517.0,511.0,491.0,470.0,513.0,528.0,500.0,589.0,458.0,548.0,511.0,527.0,446.0,484.0,491.0,546.0,532.0,522.5,
00000000000000000033_0,428.0,442.0,379.0,371.0,437.5,447.5,473.0,445.0,436.0,490.0,448.0,428.0,431.0,430.0,447.5,470.0,470.0,453.5,471.5,470.0,509.0,491.5,552.5,439.5,495.5,509.0,499.0,447.0,442.0,428.5,619.0,468.0,459.0,
00000000000000000034_0,628.0,603.5,506.0,545.0,578.0,615.5,606.0,615.0,582.0,612.0,562.0,501.0,635.5,549.0,544.5,588.0,563.5,546.0,567.0,549.5,592.0,645.5,588.0,649.5,619.0,566.0,593.5,566.0,604.0,607.0,621.5,542.0,585.5,
00000000000000000035_0,359.0,441.0,275.0,406.5,430.0,433.0,451.5,456.0,447.0,464.0,402.0,424.0,505.0,421.0,408.5,488.0,435.0,416.0,413.0,440.0,448.0,515.0,489.0,462.0,512.0,492.5,456.0,328.0,427.0,392.0,504.5,378.5,448.0,
00000000000000000036_0,464.5,462.0,372.0,471.0,445.5,549.0,449.5,537.0,501.0,529.0,433.0,422.0,444.0,455.0,442.0,499.0,502.0,463.5,468.0,450.0,481.0,570.5,503.5,525.5,524.5,477.5,487.0,449.0,462.0,490.0,515.5,481.5,448.5,
00000000000000000037_0,607.0,632.5,548.0,592.0,545.0,581.5,541.0,596.5,581.5,587.5,574.0,537.0,589.0,527.0,511.0,605.0,581.0,562.0,518.5,556.5,597.0,636.0,600.5,590.5,611.0,560.0,557.5,535.5,606.5,643.0,664.5,600.0,567.0,
00000000000000000038_0,512.0,502.0,441.0,495.5,503.5,515.0,547.5,586.5,552.0,584.0,513.0,516.5,491.0,484.0,486.0,520.0,517.0,503.0,511.5,535.0,527.0,584.5,560.0,541.0,579.0,518.0,555.0,393.0,544.0,493.5,545.0,565.0,538.0,
00000000000000000039_0,485.0,570.0,374.0,514.5,524.0,494.0,520.0,520.0,539.0,554.0,558.0,455.0,668.0,482.0,468.0,529.5,529.0,498.0,516.0,513.0,544.0,520.5,520.0,652.0,542.0,495.0,527.0,509.0,655.5,449.0,597.0,570.0,603.0,
0000000000000000003a_0,593.0,632.0,571.0,548.0,566.0,588.0,601.5,583.0,570.0,569.0,550.0,559.0,599.0,515.0,518.0,617.0,532.5,540.5,517.0,565.0,546.5,561.0,542.5,611.0,581.0,558.5,537.0,514.0,590.0,588.0,660.5,537.5,618.0,
0000000000000000003b_0,417.5,490.0,343.0,430.0,503.0,452.0,446.0,553.0,450.0,478.5,481.0,464.0,494.5,407.0,356.0,462.0,421.0,424.0,417.0,513.5,457.5,470.0,461.0,542.5,470.0,441.0,459.0,387.0,482.5,426.0,537.0,462.5,449.0,
0000000000000000003c_0,405.5,525.0,242.0,408.0,431.0,414.0,415.5,487.5,432.0,450.0,459.5,391.0,412.0,381.0,347.0,474.0,418.5,380.5,396.5,440.0,451.0,463.5,441.0,512.0,462.0,375.0,412.5,337.0,488.0,422.0,500.0,466.0,459.0,
0000000000000000003d_0,927.0,690.0,468.0,580.0,540.5,556.5,553.5,610.0,656.0,580.0,611.0,590.5,607.5,528.0,503.0,587.0,503.0,505.0,512.5,547.0,515.0,518.0,535.0,727.0,581.0,532.5,543.0,608.0,631.0,537.0,603.5,588.5,578.0,
0000000000000000003e_0,609.0,678.0,573.0,626.0,598.0,699.0,610.0,641.5,609.5,632.0,667.0,602.5,639.5,555.0,560.0,622.0,545.0,555.5,581.0,563.0,567.5,606.0,583.0,690.0,604.0,573.5,564.5,592.5,650.0,653.0,717.0,691.0,624.0,
0000000000000000003f_0,482.0,483.0,393.0,435.0,431.0,510.0,475.5,473.0,472.5,488.0,538.0,472.5,439.0,428.0,464.0,560.0,450.0,485.0,465.0,486.5,485.0,523.5,518.5,541.0,533.0,504.0,498.0,508.0,440.0,485.0,493.0,464.0,467.0,
00000000000000000040_0,551.0,508.0,476.0,523.5,489.0,627.0,529.5,549.0,550.0,571.0,586.0,507.5,508.0,537.0,517.0,641.0,547.0,553.5,535.0,591.0,555.5,628.5,601.0,508.5,599.5,591.0,585.5,502.0,488.5,526.0,613.5,503.0,500.0,
00000000000000000041_0,600.5,567.0,557.0,605.0,564.0,560.0,522.0,614.0,599.0,597.5,576.5,513.5,593.0,534.5,545.0,567.5,577.0,546.5,520.0,572.5,563.0,606.5,590.5,667.5,587.0,542.0,629.0,504.0,669.0,611.0,752.0,617.0,588.0,
00000000000000000042_0,551.0,719.0,454.5,525.5,491.0,474.0,515.5,553.5,531.0,560.0,486.5,485.5,588.0,497.0,433.0,500.0,472.0,452.0,452.0,521.0,544.0,509.0,527.0,659.5,528.0,498.5,509.0,513.0,582.5,497.5,707.0,567.0,584.5,
00000000000000000043_0,367.0,397.0,373.0,457.0,434.0,474.0,466.5,451.5,491.0,495.5,512.0,436.5,492.0,431.0,455.0,498.0,472.0,475.0,443.0,512.0,525.0,444.5,490.0,541.0,505.0,472.5,471.5,445.0,476.5,437.5,590.0,499.5,439.0,
00000000000000000044_0,535.0,720.0,508.0,470.0,490.0,591.0,563.0,598.5,591.5,580.0,479.0,504.0,605.0,498.0,499.5,531.0,558.5,489.0,510.0,537.0,524.0,715.0,616.0,573.5,606.0,552.5,541.5,452.0,501.0,489.0,596.0,502.0,626.0,
00000000000000000045_0,482.0,497.5,375.0,425.5,471.0,503.0,455.5,453.0,506.0,542.0,473.0,470.0,548.0,461.0,382.0,505.0,459.0,432.0,519.5,443.5,568.5,711.5,547.0,582.5,529.0,494.5,531.0,482.0,515.5,476.0,594.5,671.5,635.0,
00000000000000000046_0,759.0,664.5,521.0,522.0,520.0,645.0,568.5,597.5,549.0,540.5,613.0,570.0,663.0,550.5,522.0,602.0,575.0,502.0,512.0,536.5,569.0,701.0,594.0,717.5,605.0,563.0,547.5,612.0,641.5,616.0,698.0,871.5,672.0,
00000000000000000047_0,592.0,594.5,539.5,586.0,585.0,672.0,623.0,657.0,621.0,577.5,561.0,551.0,635.0,539.0,552.0,640.0,585.0,536.5,685.0,564.0,586.0,755.0,654.0,635.5,666.0,575.0,572.5,564.0,620.5,601.5,635.0,983.5,701.5,
00000000000000000048_0,557.0,602.0,506.5,574.0,520.0,591.0,575.0,613.0,570.0,571.0,544.5,543.5,579.0,573.0,535.5,567.0,560.5,517.0,490.0,570.0,581.5,698.0,592.5,617.5,588.5,584.5,562.5,523.0,584.0,536.5,597.0,577.0,605.0,
00000000000000000049_0,531.0,618.0,459.0,457.0,473.0,546.0,543.0,605.0,528.0,518.0,563.0,521.5,540.0,534.0,486.0,593.0,494.0,522.5,524.5,509.0,524.5,740.5,578.0,591.5,538.0,502.0,549.0,523.0,548.0,537.5,634.0,1132.0,642.5,
0000000000000000004a_0,425.0,468.5,394.5,485.0,516.0,547.0,519.0,583.0,568.5,604.0,564.5,518.0,478.0,519.5,485.0,567.0,499.0,507.0,506.0,520.0,562.0,575.0,543.5,578.0,585.0,536.5,516.0,538.0,549.0,434.0,635.0,553.0,563.0,
0000000000000000004b_0,367.5,441.0,371.0,418.0,471.0,470.0,445.0,462.0,480.0,463.0,566.0,483.0,421.0,410.5,376.0,465.0,423.0,413.0,421.0,409.0,464.5,492.0,443.0,541.0,527.5,440.5,439.5,473.0,433.0,484.0,512.0,568.0,499.0,
0000000000000000004c_0,419.5,402.0,329.0,333.0,368.0,374.0,394.5,392.5,380.0,410.5,380.5,374.0,366.0,393.5,357.0,454.0,456.0,408.0,402.0,427.5,417.0,422.5,430.0,392.0,476.0,455.5,412.0,337.0,381.0,361.0,453.0,428.0,443.0,
0000000000000000004d_0,356.5,434.0,201.5,459.0,287.5,382.5,461.0,439.0,382.0,435.0,416.0,391.5,402.0,390.0,350.0,495.0,425.0,389.5,402.0,479.5,499.5,326.0,485.5,540.0,487.0,396.5,458.0,347.5,406.0,398.0,545.0,444.5,404.0,
0000000000000000004e_0,629.0,550.0,505.0,518.0,485.0,523.0,549.0,538.0,534.5,547.5,520.0,489.0,598.0,490.0,509.5,522.5,470.0,529.0,484.0,497.5,511.5,520.5,513.0,567.0,532.0,533.0,513.0,507.0,442.5,489.0,460.0,457.0,500.0,
0000000000000000004f_0,495.0,501.0,435.0,489.5,442.5,443.0,472.0,483.0,426.0,514.0,443.0,455.0,554.0,426.5,397.0,486.5,475.0,437.0,407.5,423.0,449.0,454.0,456.0,468.0,484.0,471.0,472.0,433.0,480.5,463.5,541.0,498.0,453.0,
00000000000000000050_0,393.0,410.5,368.0,364.0,374.0,407.5,414.0,405.0,378.5,417.0,418.0,394.0,357.0,383.0,397.5,416.5,417.0,398.0,387.0,470.0,423.0,401.0,464.0,388.0,460.0,441.5,434.0,325.5,372.0,387.0,411.0,431.0,371.0,
00000000000000000051_0,395.0,458.0,265.5,381.0,410.0,388.0,413.5,450.5,393.0,460.5,400.0,394.0,376.0,381.0,347.0,428.0,424.5,370.0,395.0,469.0,404.0,284.0,450.0,511.0,498.5,393.0,446.5,328.0,465.0,379.0,580.0,469.0,495.0,
00000000000000000052_0,621.0,478.0,568.5,618.0,545.0,628.0,588.0,602.0,605.5,634.0,590.0,611.5,547.0,600.0,629.5,628.0,624.0,617.0,608.0,627.0,595.5,639.5,629.0,542.0,676.0,708.0,651.5,531.5,512.0,558.5,597.0,574.0,555.5,
00000000000000000053_0,451.0,451.0,356.0,445.5,425.0,475.0,463.0,460.0,453.0,490.5,418.0,409.5,396.0,390.0,437.5,489.0,501.0,459.0,446.0,480.5,525.0,479.0,509.0,454.0,487.0,489.0,488.5,386.0,470.0,422.0,476.5,497.5,446.0,
00000000000000000054_0,520.0,551.0,441.5,619.5,549.5,596.0,562.5,606.5,586.0,609.0,600.0,561.5,561.0,597.0,587.0,616.5,601.5,594.5,544.0,607.0,571.0,646.5,670.0,582.0,645.0,645.0,640.0,546.5,549.5,547.0,594.0,601.0,539.5,
00000000000000000055_0,418.0,425.0,374.0,431.0,398.5,477.0,455.0,444.5,429.0,486.0,432.0,426.0,426.0,424.0,449.0,446.0,433.0,446.0,404.0,454.0,440.0,427.5,488.0,448.0,462.5,438.5,446.0,399.0,441.0,426.0,527.0,469.0,441.0,
00000000000000000056_0,446.0,474.5,441.0,479.0,453.5,532.5,459.0,512.0,461.0,521.0,448.0,476.0,490.0,462.5,448.0,509.0,503.0,496.0,483.0,532.0,475.0,483.0,499.5,450.0,511.0,465.0,512.0,443.5,470.0,462.0,574.0,504.5,497.0,
00000000000000000057_0,630.0,547.0,498.0,554.0,523.0,569.0,513.0,595.0,572.0,556.0,574.0,563.0,541.0,527.5,525.0,560.5,554.0,518.5,518.0,567.0,527.5,540.0,576.0,568.0,592.0,569.0,597.5,503.0,501.0,553.0,598.0,553.0,512.0,
00000000000000000058_0,259.0,286.0,193.0,331.0,287.0,294.5,316.5,342.5,321.0,368.0,299.5,326.0,248.0,300.0,328.0,391.5,337.0,319.0,305.0,332.0,300.5,282.5,398.0,306.0,342.0,331.0,322.5,218.5,335.0,304.0,389.5,341.0,299.5,
00000000000000000059_0,455.0,425.0,419.0,460.0,482.0,552.5,528.0,536.0,490.0,523.0,487.0,454.0,443.0,451.0,464.5,508.0,500.0,499.0,492.5,507.0,507.5,491.5,552.0,445.0,508.5,508.0,538.0,433.0,464.5,409.5,553.0,495.0,487.0,
0000000000000000005a_0,687.0,845.0,469.0,522.5,515.0,660.0,606.0,646.0,574.0,634.0,560.0,557.0,663.0,526.0,552.5,597.0,524.0,566.0,526.0,596.0,557.0,518.0,618.0,563.0,588.5,545.0,555.0,642.0,663.0,560.0,628.5,605.5,620.0,
0000000000000000005b_0,453.0,501.0,428.5,449.0,456.0,527.0,498.0,514.5,471.0,533.5,486.5,493.5,455.0,479.5,479.5,522.0,478.0,493.0,446.0,505.0,455.0,475.5,541.5,468.5,510.0,493.0,498.5,396.0,425.0,485.0,527.0,503.0,487.5,
0000000000000000005c_0,614.0,579.0,570.0,619.5,574.0,594.5,604.0,563.0,559.0,553.0,566.0,552.0,578.0,559.0,582.0,527.0,556.0,569.0,571.5,574.0,521.0,605.0,568.5,589.0,602.5,589.0,573.0,585.0,514.0,613.0,630.0,551.0,539.0,
