system:index,RED,RED_1,RED_10,RED_11,RED_12,RED_13,RED_14,RED_15,RED_16,RED_17,RED_18,RED_19,RED_2,RED_20,RED_21,RED_22,RED_23,RED_24,RED_25,RED_26,RED_27,RED_28,RED_29,RED_3,RED_30,RED_31,RED_32,RED_4,RED_5,RED_6,RED_7,RED_8,RED_9,VALUE,.geo
00000000000000000000_0,188.5,141.0,85.0,159.0,127.0,174.0,263.0,111.0,112.0,165.0,133.0,154.0,148.0,114.5,109.5,118.0,193.0,145.0,126.0,96.0,121.0,101.0,194.0,214.5,49.0,118.0,79.0,140.0,197.0,243.5,330.0,414.0,211.5,1.0,
00000000000000000001_0,157.0,181.5,100.0,160.5,127.0,159.0,126.0,161.5,165.0,141.5,175.0,173.0,206.0,129.0,117.5,204.0,162.5,151.0,173.0,168.5,158.5,73.0,129.5,246.0,123.0,102.0,108.0,159.0,223.0,200.0,522.0,241.0,218.0,1.0,
00000000000000000002_0,306.0,289.0,257.0,274.0,291.0,301.0,292.0,262.0,265.0,261.5,264.5,303.0,328.0,288.0,273.0,293.0,269.0,264.0,226.5,263.5,254.0,208.0,192.0,299.5,243.0,211.0,189.0,253.0,336.5,319.0,576.0,323.0,332.0,1.0,
00000000000000000003_0,132.5,169.0,70.0,180.0,165.0,122.0,135.0,142.5,129.0,125.0,145.0,147.0,175.5,73.0,66.5,162.5,133.5,120.0,122.0,155.5,137.5,0.0,143.0,215.0,132.0,46.0,104.5,126.0,216.5,245.5,547.0,243.0,222.0,1.0,
00000000000000000004_0,396.0,421.0,615.5,689.0,623.0,721.0,716.0,678.0,710.0,547.5,805.0,795.5,375.0,655.0,799.5,780.0,727.5,679.0,643.0,683.5,719.5,676.5,622.0,439.0,491.5,648.0,743.0,326.0,408.0,434.5,669.5,652.5,623.0,1.0,
00000000000000000005_0,344.0,341.5,413.5,465.0,437.0,578.0,565.0,611.0,489.0,483.5,552.5,563.5,401.0,440.0,383.0,580.5,452.0,354.5,441.5,417.0,550.0,261.0,597.5,819.0,304.0,497.0,547.0,544.0,570.0,627.5,734.0,506.5,846.0,1.0,
00000000000000000006_0,291.0,227.0,109.0,188.5,184.0,231.5,238.0,171.0,145.0,174.0,196.0,139.0,175.0,181.0,142.5,172.0,200.0,139.0,152.0,145.0,159.0,152.0,149.0,243.5,105.0,183.0,146.5,213.0,285.0,290.0,323.0,192.0,213.0,1.0,
00000000000000000007_0,280.0,305.5,541.0,656.0,619.0,584.0,588.5,505.0,578.5,616.5,535.0,494.0,273.5,570.5,580.0,693.5,508.0,433.0,534.0,448.5,602.0,542.0,470.0,253.0,368.0,398.5,399.0,479.5,443.0,702.0,802.5,692.0,586.0,1.0,
00000000000000000008_0,168.0,203.5,117.0,188.5,159.0,234.0,198.0,185.0,227.0,214.0,198.5,196.0,211.5,183.0,205.0,293.0,215.0,187.0,203.0,209.0,196.5,160.0,158.0,238.5,150.0,168.5,138.0,157.0,218.0,177.0,382.5,294.0,221.0,1.0,
00000000000000000009_0,312.0,368.0,479.5,559.0,560.0,464.0,593.5,590.5,470.5,542.0,456.0,471.0,426.0,524.0,449.0,634.0,489.5,369.0,341.0,443.0,569.0,416.0,422.0,699.0,386.0,482.0,526.0,500.0,791.0,719.0,706.0,860.5,647.0,1.0,
0000000000000000000a_0,99.5,111.0,87.0,126.5,104.5,115.0,137.0,134.5,80.0,109.5,138.0,87.5,119.0,97.0,76.0,103.5,104.0,103.0,75.0,76.0,122.0,21.0,13.0,157.0,54.0,0.0,25.0,75.0,150.5,105.5,300.0,176.0,172.0,1.0,
0000000000000000000b_0,207.0,228.0,161.0,288.0,203.0,255.0,206.0,214.0,210.5,229.5,206.0,216.0,318.0,256.0,266.0,240.0,200.0,219.0,201.0,212.0,178.5,88.0,149.0,297.0,167.0,130.0,143.0,215.0,288.0,261.0,529.5,361.0,269.5,1.0,
0000000000000000000c_0,288.5,293.0,396.5,583.0,594.0,681.0,564.0,553.0,508.5,512.5,649.0,563.0,562.5,508.0,448.0,663.0,540.0,507.5,464.0,528.5,498.0,454.0,601.0,476.0,531.5,450.5,575.0,485.0,425.5,695.0,812.0,493.0,654.0,1.0,
0000000000000000000d_0,680.0,649.5,628.0,570.5,476.0,567.0,599.0,620.5,515.0,531.0,531.0,520.0,694.0,536.0,502.0,502.0,548.5,515.5,557.0,543.0,518.5,428.5,389.0,586.0,393.0,351.0,379.0,519.0,612.0,795.5,804.5,735.5,548.0,1.0,
0000000000000000000e_0,331.0,267.0,353.0,347.5,270.5,359.0,319.0,315.0,309.0,269.0,285.0,268.0,250.5,263.0,277.0,294.0,324.5,276.0,276.5,278.5,233.0,194.5,214.5,296.0,224.0,214.0,199.0,294.0,314.0,349.0,402.5,383.0,372.0,1.0,
0000000000000000000f_0,280.5,322.0,138.0,314.0,324.0,318.0,306.0,292.0,264.5,263.0,257.0,239.5,251.0,247.0,238.0,249.5,224.0,221.0,196.0,214.0,185.0,166.0,166.5,307.5,184.0,178.0,160.0,217.0,553.0,399.0,417.0,393.0,323.0,1.0,
00000000000000000010_0,328.0,393.0,223.0,340.0,361.5,377.0,349.0,289.0,498.0,302.5,685.0,481.0,310.0,447.5,509.5,533.5,505.0,431.0,376.0,386.0,531.0,393.0,651.0,366.0,607.0,512.0,620.5,370.0,457.0,214.5,583.0,436.0,356.0,1.0,
00000000000000000012_0,521.5,518.0,478.0,565.0,529.5,554.0,576.0,485.5,593.0,501.0,483.5,546.0,419.0,530.5,552.5,593.0,566.0,564.0,562.0,549.0,471.0,791.5,559.5,390.5,488.0,501.0,706.0,423.0,591.0,569.0,716.0,572.0,566.0,1.0,
00000000000000000013_0,692.0,547.0,472.0,497.5,518.0,504.0,445.0,596.0,542.5,452.0,466.0,523.0,407.0,471.0,492.0,552.0,438.0,438.5,402.0,421.0,534.0,397.5,437.5,416.5,386.0,346.0,359.0,399.0,556.0,495.5,613.0,626.0,633.5,1.0,
00000000000000000014_0,608.0,852.0,595.0,750.0,831.0,821.0,716.0,741.5,749.5,638.0,719.0,612.5,731.0,527.5,539.0,692.0,561.5,472.0,464.5,508.0,508.0,496.0,438.5,1197.0,431.0,415.0,405.0,1177.5,1013.0,906.0,913.5,493.0,725.0,1.0,
00000000000000000015_0,431.5,421.5,463.0,582.5,560.5,496.0,502.5,466.5,483.0,417.5,457.0,444.5,422.5,401.5,431.0,415.0,405.5,387.0,367.0,385.0,383.0,295.0,301.0,454.5,303.0,317.0,303.0,399.0,427.0,480.5,779.0,585.0,481.0,1.0,
00000000000000000018_0,678.0,473.0,428.5,499.5,390.0,608.0,596.0,616.0,565.0,514.0,631.0,485.0,451.0,542.0,548.0,583.0,577.5,488.0,483.0,561.0,637.0,617.0,536.0,488.0,468.5,423.0,521.0,434.0,362.0,554.0,870.5,922.0,514.5,1.0,
00000000000000000019_0,207.0,246.0,154.0,204.0,199.0,202.0,195.0,222.0,184.5,199.0,198.0,205.0,210.5,186.0,163.0,190.0,224.0,181.0,172.5,242.0,139.0,135.5,168.0,226.0,133.5,151.5,166.0,200.0,229.0,246.0,361.0,213.5,243.0,1.0,
0000000000000000001a_0,518.0,464.0,435.0,448.5,365.0,532.5,557.0,566.0,595.0,527.0,577.0,671.0,432.0,638.0,802.0,968.0,1025.0,790.0,615.0,699.0,651.0,770.0,687.5,512.0,650.0,504.5,585.5,692.0,555.0,485.0,797.5,754.0,471.0,1.0,
0000000000000000001b_0,195.0,214.5,159.0,225.5,180.0,239.0,198.5,207.0,198.0,210.0,191.0,181.0,208.0,161.0,190.5,211.0,218.0,197.5,189.5,174.0,172.0,101.0,161.0,231.5,172.0,142.0,153.0,171.0,259.0,300.0,330.0,299.0,229.5,1.0,
0000000000000000001c_0,470.0,473.0,616.0,552.0,514.0,598.0,589.0,583.0,619.0,502.0,600.0,565.0,445.5,628.0,646.5,582.0,632.0,614.0,574.0,658.5,499.0,513.0,486.0,476.0,438.5,311.0,349.0,436.0,570.0,610.0,795.5,716.0,582.0,1.0,
0000000000000000001d_0,354.5,366.0,800.0,622.5,676.0,636.5,742.0,752.5,838.0,541.0,688.0,804.0,360.0,736.0,486.0,631.0,505.0,542.0,577.0,536.0,554.5,594.0,1056.0,316.0,1051.5,927.0,726.0,537.0,518.0,503.0,681.0,644.0,622.0,1.0,
0000000000000000001f_0,330.5,577.5,930.5,842.5,803.5,757.0,686.0,1017.0,730.5,628.0,824.5,708.0,681.0,782.5,693.0,800.0,803.0,641.0,570.0,807.5,746.5,678.0,669.5,811.0,573.0,674.0,679.0,991.0,808.0,824.0,1098.0,1078.0,919.0,1.0,
00000000000000000020_0,572.0,757.5,573.0,636.0,560.0,558.0,592.5,522.0,737.0,1382.0,1006.0,711.0,710.0,639.0,664.0,733.0,684.0,605.0,633.0,616.0,546.0,873.0,363.0,708.5,388.5,240.0,273.0,530.0,530.0,686.5,773.0,755.0,564.0,1.0,
00000000000000000021_0,310.0,262.0,291.5,508.5,378.5,413.0,494.5,654.0,532.0,436.0,457.5,346.5,276.5,338.0,330.5,414.0,371.0,394.5,339.0,315.0,323.0,162.0,338.5,642.0,302.0,240.0,227.0,443.0,488.0,649.0,638.0,573.5,427.0,1.0,
00000000000000000022_0,641.0,664.0,473.5,580.5,521.5,649.5,501.5,570.0,481.5,482.0,575.5,530.0,601.5,486.0,454.0,544.0,461.0,435.0,480.0,471.5,479.5,518.0,328.0,684.0,570.5,354.0,455.0,531.0,686.0,530.0,747.0,829.0,581.5,1.0,
00000000000000000023_0,468.0,462.0,913.0,822.0,800.0,880.0,963.0,1190.0,1236.0,850.0,1126.0,900.5,419.0,790.0,1096.0,999.0,1004.0,815.0,611.0,957.0,966.0,887.0,862.0,411.0,946.5,840.5,868.0,1039.0,899.5,917.0,1096.5,1095.0,1109.0,1.0,
00000000000000000025_0,175.0,301.0,195.0,303.0,330.5,443.5,285.0,341.0,373.0,397.0,468.0,356.5,372.0,215.0,231.0,391.5,246.0,191.0,336.5,462.5,225.0,317.0,374.0,310.5,191.0,227.0,296.0,224.0,416.0,367.5,460.5,549.0,368.5,1.0,
00000000000000000027_0,323.0,261.0,572.0,443.0,381.5,521.5,487.5,403.5,473.0,375.0,401.0,420.0,277.0,450.0,392.0,356.0,337.5,338.0,333.5,497.0,548.0,426.0,405.0,277.0,511.0,499.0,451.0,632.0,593.0,644.5,776.0,700.5,688.5,1.0,
00000000000000000028_0,310.0,392.0,246.0,311.0,233.0,441.5,384.0,400.5,338.0,354.5,346.0,274.0,356.5,315.0,286.0,311.0,303.0,224.0,268.0,304.0,276.0,298.0,232.0,291.5,183.5,191.0,233.0,309.0,348.0,341.0,502.0,316.5,288.5,1.0,
00000000000000000029_0,569.0,529.0,489.0,504.0,692.0,544.0,539.0,524.0,537.0,597.0,579.0,408.0,618.0,379.0,401.0,770.5,672.0,508.0,429.0,580.0,654.5,710.5,631.5,767.0,527.0,540.0,604.0,627.0,633.0,554.0,639.5,546.0,530.5,1.0,
0000000000000000002a_0,418.0,560.0,501.0,517.0,422.0,478.5,480.0,604.0,556.0,535.0,701.0,454.0,473.0,502.0,447.0,515.0,433.5,415.0,438.0,531.5,431.0,405.0,347.0,560.0,357.0,332.5,430.0,566.0,543.0,557.0,802.0,1046.0,633.0,1.0,
0000000000000000002b_0,987.0,1243.0,532.0,661.0,594.0,1395.5,1714.5,1564.5,1053.5,824.0,823.0,692.0,1207.0,759.0,862.0,795.0,732.5,664.0,692.5,714.0,567.0,620.0,694.5,1391.5,601.0,585.0,1432.0,912.0,845.0,992.0,1120.5,1110.0,922.0,1.0,
0000000000000000002c_0,348.0,737.0,384.0,362.5,327.0,360.0,348.0,327.5,331.0,302.0,316.0,867.0,566.5,535.0,923.0,1142.5,818.0,705.0,904.0,829.0,709.0,851.0,717.0,369.0,505.0,609.0,648.0,362.5,406.0,375.0,452.0,391.5,384.0,1.0,
0000000000000000002d_0,723.0,788.0,828.0,722.0,592.0,765.0,736.0,723.5,721.0,640.5,697.0,698.0,701.0,772.0,1001.0,1039.0,951.0,846.0,755.5,774.0,655.5,781.0,656.5,597.0,632.5,474.5,656.0,638.0,790.0,717.0,918.0,973.0,768.5,1.0,
0000000000000000002e_0,643.0,672.0,679.0,843.5,624.5,786.5,943.0,1024.5,1286.0,1439.0,1045.0,1022.5,595.0,841.5,641.0,761.0,737.5,607.0,540.0,572.0,519.0,246.5,511.0,780.0,584.0,511.0,565.0,695.0,569.0,694.5,1161.5,782.0,819.0,1.0,
0000000000000000002f_0,310.0,369.0,584.0,634.5,570.5,721.5,608.0,643.0,578.0,515.5,630.5,562.0,332.5,561.0,584.0,587.5,614.5,541.0,593.0,599.0,619.0,644.0,561.0,316.0,530.0,498.5,470.5,737.5,569.0,665.5,788.5,747.0,694.0,1.0,
00000000000000000030_0,443.0,572.0,250.0,253.0,279.0,236.0,293.5,315.5,291.0,269.5,273.0,263.5,440.5,216.0,198.0,231.0,249.0,193.5,225.0,295.0,213.5,194.5,202.0,462.0,148.5,168.0,189.0,355.0,478.0,314.0,578.5,418.5,360.5,1.0,
00000000000000000031_0,338.0,343.5,382.5,423.0,459.0,559.0,538.0,559.0,537.0,544.0,579.0,639.0,316.0,619.0,608.0,618.0,587.0,550.0,569.0,618.0,511.0,572.0,510.0,315.0,457.5,536.0,554.0,267.0,351.0,380.5,529.0,519.0,479.5,1.0,
00000000000000000032_0,327.0,365.5,270.5,498.0,413.0,456.5,434.0,434.5,358.0,603.0,515.0,491.0,365.0,601.5,563.5,580.5,504.0,468.0,465.5,515.0,561.0,512.0,490.5,315.0,453.0,361.0,426.0,265.0,343.0,334.5,398.5,371.0,338.0,1.0,
00000000000000000034_0,544.5,451.0,615.0,651.5,610.0,636.0,715.0,692.5,599.0,616.0,627.0,614.0,488.0,627.0,632.0,652.0,561.0,530.0,547.0,609.0,594.0,630.0,570.0,474.0,520.0,585.5,526.0,387.0,419.0,479.0,707.0,681.0,657.0,1.0,
00000000000000000035_0,466.0,470.0,499.5,527.0,448.0,508.0,490.0,541.0,523.0,440.0,633.0,560.5,495.0,444.5,488.0,499.0,543.0,437.5,483.0,510.5,465.0,385.0,416.5,526.0,364.0,358.0,367.0,510.0,568.5,563.5,697.5,498.0,552.0,1.0,
00000000000000000036_0,789.0,549.5,693.0,740.0,591.0,702.5,767.5,822.0,707.0,749.5,706.5,810.0,608.0,733.0,772.5,775.0,620.0,1120.0,855.0,902.0,846.0,862.0,760.0,627.0,662.5,784.0,686.0,580.0,514.0,717.0,696.0,616.0,621.0,1.0,
00000000000000000037_0,467.5,460.5,424.0,456.0,369.0,399.0,438.0,498.0,607.0,404.0,402.0,421.5,376.0,341.0,385.0,419.0,485.0,418.0,422.0,346.5,354.5,275.0,259.0,494.0,333.0,243.0,239.0,723.0,609.0,559.0,741.5,342.0,412.5,1.0,
00000000000000000038_0,402.0,387.0,447.5,583.0,409.0,676.5,503.5,868.0,636.0,714.0,891.5,864.5,366.0,738.0,667.0,743.5,695.0,608.0,627.0,734.5,796.5,849.0,686.0,411.0,426.0,313.5,476.0,432.0,507.0,594.0,714.0,607.0,884.0,1.0,
00000000000000000039_0,780.0,648.0,466.0,469.5,469.0,576.0,523.0,515.0,705.0,489.0,799.0,588.5,587.5,569.0,561.5,691.5,802.0,527.0,698.0,532.5,741.0,725.0,486.0,561.0,560.0,539.0,528.0,573.5,648.0,677.0,820.5,729.5,573.0,1.0,
0000000000000000003a_0,314.5,336.5,398.0,420.5,297.5,343.0,351.0,462.0,354.0,377.0,408.0,430.0,320.0,415.0,388.0,445.0,419.5,344.0,384.0,420.0,327.0,361.0,320.0,272.5,378.0,290.0,326.0,291.5,349.0,369.0,760.0,576.5,545.0,1.0,
0000000000000000003b_0,298.0,304.0,464.0,506.0,523.5,551.5,570.5,539.5,627.0,567.0,602.0,541.0,639.0,571.5,626.5,765.5,663.0,651.5,525.0,627.0,655.0,688.0,568.0,872.5,557.0,436.0,531.0,686.0,567.0,583.0,886.0,764.0,544.0,1.0,
0000000000000000003c_0,732.0,414.5,640.0,623.0,569.5,591.0,613.5,663.0,619.0,546.5,605.5,564.0,412.5,584.0,607.5,620.0,564.5,536.0,539.0,543.0,580.0,547.0,452.0,503.5,419.0,582.0,497.0,526.0,703.0,609.5,751.0,622.0,683.5,1.0,
0000000000000000003d_0,1295.0,595.0,298.0,351.0,316.0,398.5,356.5,787.5,602.0,538.5,870.0,658.0,621.0,590.5,639.5,878.0,908.5,723.0,742.0,813.0,794.5,660.0,754.0,737.5,673.5,669.5,750.5,581.0,743.0,857.0,740.0,520.5,360.0,1.0,
0000000000000000003e_0,278.0,293.5,343.0,345.5,312.0,347.0,323.0,374.5,374.0,362.0,366.5,397.5,239.0,333.5,281.0,579.0,705.5,451.5,608.0,701.0,626.5,601.0,555.5,267.0,545.5,563.5,582.0,257.0,255.0,278.0,961.0,362.0,332.0,1.0,
0000000000000000003f_0,429.0,427.0,672.0,702.0,559.0,646.0,684.0,688.0,621.0,623.0,646.0,722.0,704.0,580.0,646.0,695.0,657.0,731.5,678.5,735.0,621.0,476.5,536.0,638.0,467.0,506.0,476.5,556.0,536.5,613.5,787.0,740.5,628.0,1.0,
00000000000000000040_0,416.5,430.0,636.5,711.0,599.5,585.0,660.0,621.5,634.0,665.0,589.0,636.0,407.0,564.5,646.0,741.0,649.5,568.5,619.0,607.5,528.0,451.0,459.0,399.0,486.0,512.0,665.0,317.0,430.0,427.5,740.0,591.5,738.0,1.0,
00000000000000000041_0,590.0,498.0,691.0,1232.0,651.0,589.0,655.5,690.5,555.0,488.5,540.0,502.0,662.0,548.0,547.0,500.0,517.5,529.0,539.0,547.0,443.0,294.0,476.0,663.0,439.5,459.0,488.0,500.5,644.5,532.5,696.0,732.0,657.0,1.0,
00000000000000000042_0,541.0,515.0,322.0,428.0,443.5,490.0,503.5,463.5,418.0,590.0,773.0,703.0,495.0,715.0,687.5,718.0,728.5,609.0,661.0,550.0,708.0,760.0,766.0,474.0,1377.0,899.5,676.0,466.0,474.0,413.0,464.0,455.0,373.0,1.0,
00000000000000000043_0,565.5,622.0,454.0,527.0,417.0,597.0,530.0,603.0,608.0,579.5,564.5,566.0,497.0,546.5,613.0,626.0,855.5,668.0,642.0,514.5,507.0,380.0,363.0,496.0,347.5,331.0,670.5,484.0,572.0,487.0,849.0,632.0,526.0,1.0,
00000000000000000044_0,524.0,601.0,749.0,465.0,391.0,453.0,414.0,435.0,860.5,779.0,794.0,765.0,464.0,528.5,683.0,600.0,503.0,391.0,419.0,351.0,1073.5,294.0,942.5,531.0,705.5,1109.0,518.5,498.0,427.0,397.5,518.0,650.0,463.0,1.0,
00000000000000000045_0,973.0,828.5,914.0,650.5,614.0,879.0,667.0,640.5,714.0,667.5,833.0,686.0,795.0,548.0,650.0,781.0,687.0,519.0,598.0,700.5,956.0,702.0,502.0,657.0,712.0,568.0,551.0,628.0,775.0,787.0,1003.5,869.5,813.5,1.0,
00000000000000000046_0,570.0,576.0,387.5,449.5,439.0,425.0,365.0,384.0,392.0,695.5,537.0,546.0,532.0,447.5,434.5,454.0,520.0,434.0,432.0,438.0,401.0,410.5,431.5,579.0,442.0,406.0,428.0,561.0,567.0,570.0,672.0,564.5,452.5,1.0,
00000000000000000047_0,322.5,432.0,238.0,416.0,284.0,361.0,475.5,347.0,393.0,304.0,307.5,304.0,435.5,274.0,344.0,588.0,505.5,391.0,442.0,555.0,363.5,305.5,389.5,401.0,335.0,277.0,288.0,347.0,402.0,375.0,483.0,459.5,614.0,1.0,
00000000000000000048_0,356.0,392.0,352.5,360.5,297.0,347.5,318.5,317.0,311.0,360.5,470.0,341.0,352.0,322.0,305.0,369.5,463.0,408.5,460.0,503.0,467.0,408.0,510.5,342.5,463.0,571.0,1193.5,311.5,345.0,396.0,709.0,523.0,358.5,1.0,
00000000000000000049_0,825.0,1026.0,565.0,643.0,848.0,855.0,689.0,848.5,733.0,707.0,710.0,721.0,744.0,655.5,793.0,752.0,676.0,614.5,762.0,759.0,703.5,597.0,565.0,606.0,542.5,607.0,563.5,672.5,952.0,658.0,923.0,493.0,701.0,1.0,
0000000000000000004a_0,310.0,389.0,352.5,331.0,298.0,321.5,321.0,316.0,293.0,652.0,633.0,541.0,324.0,569.0,535.5,951.5,875.0,478.0,508.0,791.0,925.0,1080.0,436.0,299.0,431.0,445.5,643.5,294.5,375.0,364.0,744.0,469.5,359.0,1.0,
0000000000000000004b_0,656.0,769.5,670.0,603.0,614.0,602.5,635.0,626.0,620.0,670.0,842.0,582.0,618.0,514.0,547.0,761.0,498.0,616.0,558.0,716.0,689.0,765.0,414.0,880.0,525.5,455.0,603.0,469.0,783.0,640.0,705.5,772.5,727.0,1.0,
0000000000000000004c_0,297.0,309.5,518.0,524.0,478.0,438.0,483.5,656.0,537.0,454.5,424.0,377.0,540.0,382.0,498.5,543.5,549.0,487.0,409.5,514.0,378.0,184.0,207.0,466.0,251.0,272.0,224.0,863.0,868.0,618.0,755.0,547.0,591.0,1.0,
0000000000000000004d_0,513.0,436.0,729.0,1049.5,759.0,528.5,550.0,1017.0,975.5,618.0,678.0,761.0,399.0,894.0,865.0,995.0,754.5,584.0,667.0,816.0,640.5,588.0,461.0,340.0,707.5,523.5,777.0,349.0,363.0,375.5,675.0,602.0,695.0,1.0,
0000000000000000004e_0,535.5,471.0,711.5,687.0,560.0,618.0,618.0,516.5,589.0,496.5,684.0,621.0,438.0,679.5,691.0,562.5,535.0,486.5,516.5,572.0,545.0,443.0,413.0,434.0,457.5,443.0,499.0,374.0,409.5,397.5,583.0,631.0,585.0,1.0,
0000000000000000004f_0,730.0,785.0,611.5,632.0,807.0,628.0,672.5,736.0,596.0,708.5,772.0,648.5,597.0,730.0,707.0,730.0,597.0,595.0,641.5,681.0,610.0,507.0,697.0,517.0,550.0,544.0,583.0,588.0,547.5,586.5,762.5,493.0,707.5,1.0,
00000000000000000050_0,1095.0,1013.0,864.0,819.0,854.0,837.5,767.5,792.5,813.0,808.0,1005.0,925.0,961.5,756.5,757.0,770.5,693.0,769.0,734.0,720.0,752.0,828.5,683.0,1039.0,735.0,579.5,669.0,721.0,1056.0,982.5,1020.5,816.0,813.0,1.0,
00000000000000000051_0,443.5,556.0,664.0,559.5,1068.0,562.0,524.0,687.0,654.5,627.0,621.0,659.0,421.0,648.0,597.0,691.0,763.5,604.0,708.0,591.0,892.5,859.0,857.0,653.0,1289.5,857.5,970.0,484.5,908.0,580.5,699.5,731.0,908.0,1.0,
00000000000000000052_0,367.0,338.0,616.0,565.0,513.0,529.0,507.0,493.0,403.0,377.0,388.0,384.0,354.0,406.0,403.0,402.5,414.0,391.5,394.0,391.0,368.5,377.5,351.0,472.0,362.5,374.0,333.0,309.0,346.0,325.0,718.5,578.5,484.0,1.0,
00000000000000000053_0,924.0,846.0,735.0,842.5,820.0,655.5,586.0,746.0,837.0,532.0,570.0,684.0,692.0,558.0,789.0,901.0,658.0,520.0,612.5,856.0,571.0,653.0,531.0,633.0,557.0,564.0,713.0,381.0,680.0,602.5,817.0,792.0,621.0,1.0,
00000000000000000054_0,452.5,606.5,653.0,921.5,880.0,635.5,561.0,516.0,582.0,622.0,662.5,652.0,722.5,612.5,558.5,695.0,728.5,627.0,573.0,583.0,661.5,469.0,533.0,620.5,692.0,490.5,664.0,406.0,600.5,594.0,719.0,782.5,852.0,1.0,
00000000000000000055_0,802.0,695.0,576.0,539.5,850.0,637.5,565.0,830.0,734.0,633.0,724.5,656.0,641.0,483.0,667.0,871.5,638.0,541.0,574.0,787.0,544.0,850.0,670.0,720.0,645.0,498.0,567.0,522.5,655.0,630.0,947.5,849.0,613.0,1.0,
00000000000000000056_0,893.0,842.5,830.0,1025.0,965.0,674.0,890.0,934.0,861.0,608.0,788.5,748.5,628.5,714.0,686.5,810.0,736.5,550.0,826.5,889.0,603.0,634.0,598.0,922.0,701.5,634.0,792.0,443.0,752.0,716.5,793.0,1050.0,608.0,1.0,
00000000000000000057_0,416.0,718.0,501.0,741.5,564.0,731.5,593.0,623.0,709.0,758.0,698.0,685.5,585.0,632.5,616.0,712.0,670.0,525.0,587.5,626.0,682.0,781.0,576.5,704.0,935.0,625.0,720.5,640.5,725.5,577.0,680.0,732.0,580.0,1.0,
00000000000000000058_0,864.5,808.0,856.0,995.5,948.5,691.5,889.0,967.0,915.0,668.0,739.5,699.0,828.0,617.0,662.5,821.5,826.0,472.0,732.0,897.0,627.0,633.0,590.0,864.0,667.5,590.0,731.0,443.0,683.0,751.5,703.0,946.0,552.0,1.0,
00000000000000000059_0,750.0,977.0,831.0,1040.0,706.0,737.5,880.0,979.0,1001.0,677.0,640.0,673.0,737.0,571.0,752.5,919.5,814.0,577.5,550.0,789.0,565.5,515.0,707.0,764.0,565.5,500.5,528.0,583.5,599.0,839.0,888.0,997.0,860.5,1.0,
0000000000000000005a_0,1044.0,1065.0,966.0,1155.0,1260.0,1243.5,973.0,978.5,1023.0,959.0,1021.0,961.5,991.5,883.0,858.0,1270.0,892.5,743.0,845.0,932.0,1102.5,1408.0,1117.0,1087.0,1064.0,1139.0,1021.5,1244.5,1088.5,1052.5,1226.0,889.5,1010.5,1.0,
0000000000000000005b_0,1072.0,894.5,923.0,739.0,663.0,756.0,682.0,503.5,461.5,667.0,928.0,834.0,693.5,884.0,917.0,823.0,914.0,809.0,689.0,751.5,309.0,387.0,617.0,596.5,461.0,351.0,418.0,547.0,717.5,722.0,949.0,974.0,880.5,1.0,
0000000000000000005c_0,1101.0,1023.0,793.0,656.0,655.0,748.0,718.5,602.0,635.0,658.0,894.0,811.5,717.0,852.0,955.5,857.0,818.0,724.0,746.0,718.0,374.5,333.0,409.0,723.5,402.0,332.0,346.5,697.0,682.5,722.0,1029.0,908.0,847.0,1.0,
0000000000000000005d_0,969.0,1081.0,916.0,972.0,822.0,912.0,836.0,960.0,896.0,939.0,855.5,809.0,904.0,860.0,870.0,773.5,590.0,800.5,592.0,424.0,405.0,353.0,764.5,813.0,539.0,435.5,424.0,748.0,878.5,866.0,887.5,831.5,850.5,1.0,
0000000000000000005e_0,573.0,622.5,741.0,840.5,774.0,809.0,669.0,693.5,788.0,899.0,717.5,768.0,488.0,917.0,911.0,947.5,934.0,927.0,909.5,809.0,516.0,587.0,791.0,501.0,666.0,598.0,672.5,502.0,541.5,509.0,950.0,757.0,976.5,1.0,
0000000000000000005f_0,569.0,381.0,594.5,578.0,465.0,616.0,640.0,581.5,562.5,585.0,590.0,559.0,576.5,522.0,412.5,583.0,763.0,728.0,819.5,800.0,316.0,254.0,352.0,718.5,261.0,299.0,293.0,654.0,643.0,617.0,720.0,634.0,593.0,1.0,
00000000000000000060_0,397.0,421.0,662.5,695.0,709.0,773.0,657.5,827.5,687.0,780.0,749.0,652.0,357.5,724.5,806.0,845.5,937.0,607.0,596.0,824.0,769.0,758.0,817.5,363.0,772.0,588.0,742.0,1287.0,761.5,546.0,945.0,826.0,827.5,1.0,
00000000000000000061_0,545.5,637.5,576.0,1150.0,749.0,600.0,1161.0,518.5,593.5,866.5,759.0,890.0,580.0,865.5,793.0,634.0,916.0,899.0,916.0,932.0,345.0,300.0,418.5,882.0,323.0,420.0,330.0,726.0,364.0,616.5,558.5,748.0,521.5,1.0,
00000000000000000062_0,643.0,631.0,973.0,989.0,760.0,689.0,1241.0,454.0,708.0,717.0,788.0,926.5,641.0,968.5,727.0,624.0,921.5,803.5,761.0,773.5,312.0,418.0,259.0,604.5,231.0,324.5,298.0,540.0,566.0,668.0,763.0,530.0,712.0,1.0,
00000000000000000063_0,792.0,723.0,812.5,1224.5,781.0,735.5,1233.0,564.0,583.0,870.0,759.0,841.5,580.0,865.5,817.0,676.0,933.0,883.5,884.0,960.0,380.0,314.0,458.5,763.0,379.0,426.0,399.5,655.0,451.0,706.0,730.5,690.5,598.5,1.0,
