system:index,SAVI,SAVI_1,SAVI_10,SAVI_11,SAVI_12,SAVI_13,SAVI_14,SAVI_15,SAVI_16,SAVI_17,SAVI_18,SAVI_19,SAVI_2,SAVI_20,SAVI_21,SAVI_22,SAVI_23,SAVI_24,SAVI_25,SAVI_26,SAVI_27,SAVI_28,SAVI_29,SAVI_3,SAVI_30,SAVI_31,SAVI_32,SAVI_4,SAVI_5,SAVI_6,SAVI_7,SAVI_8,SAVI_9,.geo
00000000000000000014_0,1.0475876986739396,1.0403738677972634,1.05505010272106,1.0561787026872227,1.0529932602088015,1.0623371208172627,1.0485790993364064,1.4166977264256428,1.0647940411020371,1.065816211334387,1.0840491830891024,1.0742496050552923,1.0246629968358545,1.0878400524418224,1.1005043227665707,1.0742284298265377,1.0776857703203313,1.090742717706268,1.0651692183722805,1.0657310454470696,1.079973635065363,1.0763448208532655,1.0945945945945945,1.0552350326302848,1.077768257648304,1.1023262190941914,1.1060283989456678,1.083516703340668,1.0301674957783762,1.0527529281564143,0.9663103645733919,1.0252703932073182,1.0471494902110956,
00000000000000000015_0,1.0644008082482774,1.0414757954686147,1.0447604002106372,1.0563851125473591,1.0711170748071117,1.0192986325540363,1.0706179066834804,1.0863082281236396,1.093064091308165,1.0905215795393997,1.0842810966119956,1.0920029168692271,1.0553675375659943,1.089002133206921,1.088462024516618,1.0997439608148725,1.0681833212089147,1.0960502692998204,1.1066681685064204,1.0720207546105691,1.0906129343629343,1.094082322031778,1.1147940801507676,1.0474495120004912,1.107519254154844,1.1089842885594159,1.1151320735802717,1.0613466943663692,1.0581508618864088,1.0745582845577375,0.9590600330457132,1.030964281360478,1.0398986002424777,
00000000000000000016_0,1.0780015054572827,1.0517965959235134,1.0780664926812662,1.0860208714108839,1.0835228134000303,1.0599420133504147,1.071513504331578,1.1097518350227193,1.080802064721064,1.0951801491984552,1.1042302660270389,1.096932979931844,1.059881897028972,1.098681332416724,1.1283674370675696,1.0949429717202228,1.094257720451445,1.1052430643929754,1.109897341405633,1.1322785215553135,1.1356039771525281,1.1093806591814561,1.1255049047893826,1.095037577954267,1.137459054749649,1.1196700295412743,1.1137486628291988,1.0756759955032247,1.0797849915682969,1.0772771058546504,0.9892967997431231,1.0734185512946575,1.0579806731089636,
00000000000000000017_0,1.0588873485624737,1.038435218978102,1.0595501104639486,1.0580422223422061,1.0848885338755356,1.0543892091808986,1.0771801883925858,1.0866302864938608,1.0903493920270895,1.1045673076923077,1.0985266392011732,1.0848400556328235,1.0474748864730976,1.0805042574366914,1.0942330064816352,1.1055757175849554,1.0958812739703185,1.077082102776137,1.0968613256982334,1.0695961550465016,1.0836989345336447,1.1067363587514043,1.1165676707679253,1.0761976612599018,1.1130754627432369,1.1030606509631598,1.1006727979754336,1.0517426535194767,1.0392497018323756,1.0476648087641744,0.9633632207113593,1.0543885971492872,1.061780444300308,
00000000000000000018_0,0.9940070825388179,0.9847000171909919,0.9998599047352199,0.998687037479112,1.0448364571848585,1.0090153791762417,1.0111804849716859,1.0591918890711198,1.0438192456118511,1.0371747211895912,1.066038952663485,1.0518177087205411,0.96804973254301,1.061556723757843,1.0559572461490099,1.0531137655108431,1.0756005920528293,1.0713458196563044,1.0920880495989989,1.088219012631473,1.0903930750674045,1.0945034255530568,1.0925485810149589,1.0084339542503489,1.1034256679232912,1.094496021220159,1.0864261952905876,1.0056077121794469,0.9771012400761104,1.0207546000867358,0.8843563594381375,0.987167565557002,0.9684196617336153,
00000000000000000019_0,1.0500286788604933,1.0313716510190063,1.0431684828164292,1.0652535328345802,1.0771513353115727,1.05307321166352,1.0399835964732418,1.0972708187543738,1.0886974151039026,1.1089940739629436,1.0729620410703173,1.086057371581054,1.0147687920146669,1.1122578915622279,1.0725827955842355,1.100350475645519,1.0915657211646979,1.0751313579979416,1.0818948213568849,1.0809500035660795,1.098465140478668,1.098669623059867,1.119221728910943,1.059199772581906,1.1010049887932905,1.0972554924372049,1.1131680291872172,1.0551495932717496,1.0056916087932746,1.0472828982418754,0.9220425804386105,1.0379235961310973,1.0310517970401691,
0000000000000000001a_0,1.0697194943302046,1.0280186085853247,1.039274924471299,1.0517848164906989,1.0490744478403782,1.0209081999346619,1.0428251004120808,1.0902246653919694,1.071634769592644,1.0898095591745796,1.0770393787368566,1.086788066640837,1.041372351160444,1.0809255631733594,1.0774169780537866,1.0748482080490034,1.0990598343814209,1.0749273765401182,1.0878588723625042,1.080829129194999,1.0892605909019855,1.0953447604207245,1.1099801872499124,1.055299539170507,1.0823868757887147,1.2595582996912846,1.1098662025454151,1.0473066298342542,1.0433036610668631,1.0423021262384504,0.9684684684684685,1.0049226024553704,1.0532484929671801,
0000000000000000001b_0,1.0509273813266269,1.0838644750083866,1.0674310417743527,1.0696715679538271,1.0588094573581597,1.0665814319433518,1.061564852758982,1.0918913795554712,1.1060525851420506,1.1031653535965689,0.9973041997729852,1.0879120879120878,1.0686721361288363,1.0972135449206548,1.0767940113577699,1.0930942388401375,1.1089585464171832,1.1045779597824095,1.092722455976313,1.0815779861195667,1.0911522837610224,1.107420055883266,1.1039217623234219,1.0768842190341483,1.0989428307502822,1.1208888451895187,1.1077264941437897,1.0670310701956272,1.0503476384560058,1.050216539492679,0.9739387152601039,1.0406176239181746,1.0553348979960282,
0000000000000000001c_0,1.0408262849707222,1.0308606790977934,1.0629206906643254,1.016767143933685,1.0397941475674706,1.0582000743770918,1.0530881781691053,1.0871639202081527,1.070097215115854,1.098631815397182,1.0870527480634453,1.055873562636138,1.034579701996064,1.1397907163938825,1.0722959615927703,1.108674775928297,1.079243765084473,1.077022414906374,1.0846928149947934,1.0767048678089186,1.0815623205054568,1.0861096873398257,1.1013443640124094,1.0460676291793314,1.0910043058303271,1.1053677932405568,1.0992182110830075,1.041208408742865,1.0215711526078557,1.045171909290417,0.9619991738950846,1.0379799666110183,1.0799547425985292,
0000000000000000001d_0,1.0456006823699233,1.0465990229237128,1.0392083922327209,1.0581613508442775,1.072559596311119,1.003919372900336,1.0382147440467704,1.0904497929969827,1.0784333569476772,1.0739963441879359,1.0790109066688869,1.076146587667325,1.0465446513095615,1.1077176298463791,1.0840645840645842,1.0878456748672243,1.0793742757821552,1.0646626661432337,1.1150680028632785,1.0716063035664916,1.1520136131593872,1.102606573097376,1.1059401978160197,1.0412606880095447,1.0979843225083987,1.118925831202046,1.125,1.0421686746987953,1.030123891579146,1.0959484168992397,0.9040600294787619,0.9999278551331073,1.0435701082651176,
0000000000000000001e_0,1.0806377079482439,1.0476995531940587,1.0101704233095106,1.097737120847376,1.020636187435868,1.0611183355006502,1.079200090385267,1.0993223965763197,1.0958270720147958,1.0996376811594202,1.1135715101015866,1.138420753645143,1.0220156126655557,1.1263368983957218,1.081930966711706,1.071594128251352,1.0732856066314997,1.103727336394055,1.101689512272872,1.0680847354197542,1.0958378970427163,1.1153599853627298,1.1241390619875369,1.062320916905444,1.121617268041237,1.1243593202050175,1.1514263956417317,1.0680995210839854,1.0182786587580195,1.0419529308580615,0.8408974490318615,0.9480856586632056,1.0521903731746889,
0000000000000000001f_0,1.0389684001700439,1.0466570030802682,1.0356559051900285,1.0381002841866962,1.0666441136671176,1.040060806581418,1.0437800011566711,1.0798187082966133,1.0608857900422273,1.086838091087383,1.054119397433513,1.0829151459854016,1.0286478984932594,1.0848563968668408,1.05971269296741,1.0767934162907145,1.0666120526342737,1.0721608637511761,1.0922167707404105,1.0799733422192601,1.0641801075268817,1.0853614239011988,1.0987296399768067,1.0561497326203209,1.0760284767132222,1.0985156621414611,1.099965529127887,1.0429114611624117,1.016934046345811,1.03809999545888,0.9670598186175462,1.0096374483708124,1.026857654431513,
00000000000000000020_0,1.0536304125878326,1.0253893177457498,1.0425669138987423,1.050166810824169,1.0411728647323253,1.0356037151702786,1.035127568538376,1.077993592310773,1.0968210957636642,1.0791638439949676,0.9081595844455668,0.9783491204330176,1.0397738478732497,1.0671124910437069,1.0835014744684153,1.0702130921355204,1.0529055968149452,1.0591013165426446,1.079424854501883,1.0725470646882882,1.0828911515846837,1.0860617399438728,1.0960305858540424,1.0440827764604441,1.0837342427379575,1.107532400872578,1.0972342800446484,1.050027155874721,1.0083306632489586,1.0466571093444546,0.9380181602842479,1.0158462575859744,1.038841588465602,
