"","system.index","NDWI","NDWI_1","NDWI_10","NDWI_11","NDWI_12","NDWI_13","NDWI_14","NDWI_15","NDWI_16","NDWI_17","NDWI_18","NDWI_19","NDWI_2","NDWI_20","NDWI_21","NDWI_22","NDWI_23","NDWI_24","NDWI_25","NDWI_26","NDWI_27","NDWI_28","NDWI_29","NDWI_3","NDWI_30","NDWI_31","NDWI_32","NDWI_4","NDWI_5","NDWI_6","NDWI_7","NDWI_8","NDWI_9",".geo","CID","class"
"627","00000000000000000080_0",-0.4354583,-0.3272107,-0.40672588,-0.38913625,-0.43775812,-0.38325053,-0.2825112,-0.47651386,-0.37776485,-0.42425308,-0.33190578,-0.44159734,-0.41628546,-0.3989922,-0.45596975,-0.41385838,-0.42035866,-0.34644997,-0.42972156,-0.3877431,-0.42378166,-0.5770208,-0.5127834,-0.4130523,-0.48405495,-0.32777777,-0.41863516,-0.35906643,-0.45689654,-0.0155902,-0.124641374,-0.40274152,-0.4125786,NA,627,"oth"
"628","00000000000000000081_0",-0.30081302,-0.22830188,-0.3823621,-0.3112802,-0.4154853,-0.441126,-0.27359617,-0.3323741,-0.34115195,-0.43371138,-0.40722892,-0.3272609,-0.148659,-0.3243435,-0.5072629,-0.3394683,-0.24166666,-0.20851064,-0.43793526,-0.3703605,-0.10638298,-0.53831136,-0.14617169,-0.07939914,-0.40800402,-0.31097007,-0.48877692,-0.30739298,-0.41180867,-0.14572865,-0.16382575,-0.2955764,-0.47822905,NA,628,"oth"
"629","00000000000000000082_0",-0.50359714,-0.4519173,-0.420486,-0.5449331,-0.38733488,-0.52978826,-0.50706434,-0.48562077,-0.45629847,-0.42895502,-0.44108397,-0.40395206,-0.5173658,-0.5094755,-0.5681063,-0.5352359,-0.48388952,-0.37402886,-0.5135135,-0.5368028,-0.5021962,-0.4710821,-0.5282845,-0.50825006,-0.53314316,-0.5834615,-0.43160525,-0.452551,-0.51282054,-0.5271955,-0.4655606,-0.50741524,-0.4766073,NA,629,"oth"
"630","00000000000000000083_0",-0.4939135,-0.3726047,-0.30528513,-0.40201005,-0.5017999,-0.5455245,-0.43434343,-0.46853742,-0.4361607,-0.516129,-0.413021,-0.477671,-0.49448818,-0.32628116,-0.5511499,-0.4559514,-0.50180906,-0.39600947,-0.50570345,-0.44441482,-0.4948583,-0.3785197,-0.44655004,-0.5071708,-0.5148628,-0.46655518,-0.51399004,-0.5364461,-0.5130811,-0.4971537,-0.43188727,-0.48072633,-0.47214612,NA,630,"oth"
"631","00000000000000000084_0",-0.3488372,-0.24264023,-0.3908257,-0.43102393,-0.48099172,-0.46530074,-0.4551706,-0.44204852,-0.37446928,-0.4081921,-0.3769682,-0.29891586,-0.35488215,-0.48318163,-0.4842652,-0.43120602,-0.3713069,-0.39370957,-0.37581274,-0.32725322,-0.24959481,-0.26978335,-0.4253679,-0.38814533,-0.45364314,0.340887,-0.46306068,-0.33581236,-0.49143016,-0.45842332,-0.42666295,-0.39338338,-0.42302358,NA,631,"oth"
"632","00000000000000000085_0",-0.36319217,-0.2951128,-0.41586316,-0.38336715,-0.4918204,-0.4284705,-0.118005216,-0.45640177,-0.3345627,-0.40864223,-0.38092148,-0.36737806,-0.4113362,-0.4229484,-0.46473888,-0.21536352,-0.4025974,-0.35394192,-0.38380566,-0.4463373,-0.46541035,-0.25472748,-0.40168482,-0.4111989,-0.4438406,-0.48523748,-0.43249726,-0.47296458,-0.47338936,-0.33660132,-0.42695722,-0.41060504,-0.4474732,NA,632,"oth"
"633","00000000000000000086_0",-0.38732395,-0.28020135,-0.37437186,-0.4223316,-0.3032007,-0.45310816,-0.35481772,-0.3226017,-0.33406594,-0.40665796,-0.31890243,-0.32896277,-0.49036777,-0.41381767,-0.37513018,-0.35335392,-0.3644315,-0.24743025,-0.3365167,-0.29907718,-0.28307256,-0.33535397,-0.26942828,-0.39330143,-0.3229472,-0.31533015,-0.25432998,-0.5364706,-0.46063414,-0.22813688,-0.30198994,-0.3835691,-0.44261092,NA,633,"oth"
"634","00000000000000000087_0",-0.4097453,-0.27405176,-0.34299105,-0.20458452,-0.49246046,-0.42427617,-0.26931986,-0.3954297,-0.34205744,-0.41319796,-0.36384097,-0.32107496,-0.14574713,-0.4411631,-0.4714932,-0.39336824,-0.37245026,-0.37997657,-0.29774126,-0.29898956,-0.33729568,-0.40371746,-0.43804228,-0.36712915,-0.4466931,-0.49011984,-0.45763433,-0.44759557,-0.46525323,-0.38562807,-0.18442537,-0.4140414,-0.44864866,NA,634,"oth"
"635","00000000000000000088_0",-0.402691,-0.32962587,-0.34450263,-0.35381988,-0.52,-0.3779661,-0.44376677,0.9522184,-0.2875121,-0.41904435,-0.053984575,-0.40636042,-0.45099702,-0.33243024,-0.47792208,-0.42402598,-0.37509397,-0.39266706,-0.2986645,-0.30785233,-0.46368182,-0.39703703,-0.45222348,-0.4359198,-0.45801848,-0.47968793,-0.45658386,-0.5100441,-0.46992692,-0.41461623,-0.299037,-0.41442412,-0.46804953,NA,635,"oth"
"636","00000000000000000089_0",-0.34514004,-0.32688588,-0.40142918,-0.18404908,-0.40459365,-0.49732178,-0.13626075,-0.41512606,-0.3143061,-0.47625053,-0.2990133,-0.2762162,-0.43255433,-0.43564355,-0.45709124,-0.38974166,-0.44680852,-0.29803407,-0.4726841,-0.47472355,-0.36801788,-0.36977717,-0.52111715,-0.34503362,-0.5347899,-0.43603134,-0.51692307,-0.3381936,-0.39509538,-0.38925081,-0.28271574,-0.39771548,-0.3997114,NA,636,"oth"
"637","0000000000000000008a_0",-0.3656321,-0.35441527,-0.3699466,-0.36482084,-0.4065934,-0.4597701,-0.25472888,0.7596899,-0.20523731,-0.4816626,-0.3408402,-0.1455898,-0.2499276,-0.42384994,-0.46354777,-0.3995272,-0.2823366,-0.32427844,-0.51032805,-0.4723618,-0.39018917,-0.31612903,-0.5263158,-0.37053046,-0.51691866,-0.53553647,-0.51161903,-0.46900928,-0.43010753,-0.3973358,-0.2976986,-0.38867393,-0.4113135,NA,637,"oth"
"638","0000000000000000008b_0",-0.35251045,-0.30953416,-0.44971892,-0.41236836,-0.486796,-0.51678866,-0.15798661,1.3574879,-0.19377778,-0.47208458,-0.3110561,-0.23503128,-0.4200571,-0.46043614,-0.34048256,-0.35422802,-0.4275568,-0.33632907,-0.38041002,-0.32653427,-0.39459246,-0.3628433,-0.4678856,-0.4282262,-0.44827586,-0.3767209,-0.4347102,-0.5250236,-0.48365325,-0.4648231,-0.38594595,-0.4015921,-0.42979944,NA,638,"oth"
"639","0000000000000000008c_0",-0.39564866,-0.3161581,-0.4645457,-0.46862385,-0.44986647,-0.513671,-0.32122698,0.88039213,-0.3222102,-0.36546186,-0.36895788,-0.24011104,-0.35633227,-0.4471698,-0.469363,-0.421875,-0.37377542,-0.39872068,-0.40770364,-0.31216687,-0.44264507,-0.35253295,-0.44216117,-0.33201358,-0.44889688,-0.37161085,-0.4344557,-0.52369577,-0.45374724,-0.45479545,-0.34752408,-0.44857216,-0.41424218,NA,639,"oth"
"640","0000000000000000008d_0",-0.36006975,-0.32416603,-0.43617308,-0.47419468,-0.43066666,-0.47803482,-0.4509804,1.4805195,-0.27745965,-0.3590832,-0.36199722,-0.42193308,-0.3436373,-0.20216757,-0.3701081,-0.41910878,-0.3857042,-0.39010543,-0.4038079,-0.40990466,-0.46476474,-0.29756707,-0.46496508,-0.45324123,-0.45816374,-0.3556338,-0.44680852,-0.4871939,-0.48788425,-0.26672667,-0.19588716,-0.3071994,-0.4924227,NA,640,"oth"
"641","0000000000000000008e_0",-0.43872654,-0.35831484,-0.41576162,-0.48490566,-0.45323023,-0.4765071,-0.40183488,-0.4415812,-0.2664842,-0.3276268,-0.35373712,-0.2548805,-0.46528274,-0.17483884,-0.44343892,-0.4165089,-0.35901585,-0.4073673,-0.40871286,-0.30013755,-0.44262972,-0.49648476,-0.47455502,-0.5097867,-0.45177433,-0.47345972,-0.4299196,-0.47974622,-0.52116686,-0.47622377,-0.346061,-0.41875747,-0.4472,NA,641,"oth"
"642","0000000000000000008f_0",-0.4300777,-0.27584204,-0.32123893,-0.4121911,-0.33045977,-0.5162555,-0.1956267,0.58265585,-0.40387857,-0.4711085,-0.37636703,-0.36618444,-0.44505697,-0.4255544,-0.4548063,-0.4685365,-0.3323077,-0.36338028,-0.40902475,-0.39016625,-0.5459579,-0.50360453,-0.42664695,-0.4698063,-0.4716658,-0.26070037,-0.5652428,-0.50577366,-0.5071646,-0.33667502,-0.42664874,-0.4036163,-0.48396292,NA,642,"oth"
"643","00000000000000000090_0",-0.3703861,-0.36496046,-0.4015641,-0.37160972,-0.36227545,-0.55652887,-0.45081434,-0.44735032,-0.4675835,-0.39178514,-0.36558345,-0.42367294,-0.47889182,-0.39231825,-0.36898875,-0.4266603,-0.33136094,-0.37317893,-0.40345955,-0.44417593,-0.45848978,-0.5424299,-0.33170134,-0.4372117,-0.5255217,-0.46728972,-0.5,-0.39329913,-0.47721353,-0.32058287,-0.40294322,-0.4286718,-0.49165028,NA,643,"oth"
"644","00000000000000000091_0",1.0838324,0.9625293,1.0503778,1.0190275,0.8384926,1.0333952,0.98123825,0.94813615,0.9054054,0.9653036,0.95584416,1,0.90170133,1.0060241,1.0093458,0.9933444,0.96363634,1.0196079,0.96682465,0.975136,0.91519433,0.75561094,0.85650223,0.95852536,0.8008658,0.9801136,0.82528734,0.9566396,1.1037037,1.0280374,0.5769231,0.45467943,1.0357723,NA,644,"oth"
"645","00000000000000000092_0",1.0669144,0.9484067,0.9695652,1.0190275,0.84075576,0.89619374,1.0219953,1.6483517,0.95543176,0.91226095,0.89784944,1.02,0.9695946,1.0341085,1.0166899,1.0357941,0.95327103,0.9864636,0.97441685,0.9814153,1.027907,0.77227724,0.83549786,1.0272315,0.8181818,0.97576624,0.83222955,1.0491494,0.8317757,1.034749,0.62508166,0.45454547,0.88268954,NA,645,"oth"
"646","00000000000000000093_0",1.0660065,0.9679634,1.0316901,0.9302514,0.9238095,1.0333952,0.98372513,1.4431819,1.06,1.0295203,0.95595855,1,0.90689653,1.0073892,1.0163666,0.9336493,0.9574468,1.0298103,0.96767676,1.0166271,0.90415335,0.7853659,0.82749325,0.98186314,0.8649789,0.9784173,0.8574423,0.97145575,0.82608694,1.0311526,0.7014157,0.43034482,0.8210526,NA,646,"oth"
"647","00000000000000000094_0",0.8356941,0.9566879,1.0527859,1.0344431,0.9846939,0.8562421,1.102894,1.6685715,0.9073084,0.9679267,0.9534282,1,1.0363636,1.0308642,1.1669692,0.9266055,0.9591837,1.0252206,1.0164547,0.9585492,0.8148148,0.7226667,0.82905984,0.9294306,0.86567163,0.97737557,0.8384798,1.0228716,0.9498433,0.8982512,0.6551724,0.4761566,0.87240356,NA,647,"oth"
"648","00000000000000000095_0",0.8291815,0.95913464,1.0394737,0.9423256,0.8754028,0.9044586,0.95737964,1.6358696,1.2178218,1.0103806,0.9628571,0.9649123,1.1262459,1.0296296,1.027481,1.0402299,1.0244445,1.0072993,1.0158478,0.9405034,1.0276498,0.7798165,0.8559671,0.9044684,0.83549786,0.98173517,0.8425926,0.95423955,0.82608694,0.8982512,0.74550486,0.5523012,0.8805121,NA,648,"oth"
"649","00000000000000000096_0",-0.5410917,-0.52035624,-0.32341,-0.15279049,-0.5052451,-0.53529996,-0.48974836,-0.5351937,-0.44689205,-0.50850177,-0.4862279,-0.30263898,-0.41001353,-0.4070467,-0.57112724,-0.36336455,-0.43486106,-0.4416517,-0.36529022,-0.45585215,-0.56463593,-0.49881572,-0.521939,-0.43922743,-0.5220011,-0.5345098,-0.454257,-0.5791063,-0.52516705,-0.3507294,-0.33439854,-0.5328467,-0.51313484,NA,649,"oth"
"650","00000000000000000097_0",-0.4943158,-0.33909288,-0.515041,0.14067611,-0.3996578,-0.32931423,-0.32228667,-0.418823,-0.45552444,-0.45621276,-0.4122807,-0.4284113,-0.32923076,0.057304785,-0.43222222,-0.32786044,-0.40673575,-0.37442812,-0.4630617,-0.45168066,-0.50830007,-0.4832536,-0.39660522,-0.44486374,-0.43286654,-0.4913495,-0.42719284,-0.51821667,-0.47666138,-0.4766702,-0.5316681,-0.52263933,-0.48875856,NA,650,"oth"
"651","00000000000000000098_0",-0.39082655,-0.453136,-0.38618058,-0.12038304,-0.3568526,-0.42070964,-0.42931938,-0.40725923,-0.3851669,-0.36,-0.42831162,-0.42634365,-0.33429706,0.14571524,-0.5037122,-0.3004827,-0.39713362,-0.3988799,-0.27832627,-0.42940533,-0.45665473,-0.41854748,-0.45989665,-0.4882943,-0.4682482,-0.40428913,-0.36987233,-0.48866212,-0.42481443,-0.43914893,-0.46994534,-0.4545045,-0.44588983,NA,651,"oth"
"652","00000000000000000099_0",-0.418999,-0.42264152,-0.46335524,0.042001788,-0.4889173,-0.42350438,-0.30569947,-0.40142247,-0.36015084,-0.39161393,-0.40515494,-0.45167753,-0.287003,0.15695952,-0.36541513,-0.21943812,-0.35591668,-0.30645764,-0.3707317,-0.37222573,-0.3975094,-0.40189874,-0.46672282,-0.50585985,-0.4678995,-0.40214476,-0.32101765,-0.5162024,-0.49247217,-0.4600251,-0.51162195,-0.50603783,-0.49530008,NA,652,"oth"
"653","0000000000000000009a_0",-0.44779333,-0.37919793,-0.24803591,0.08768657,-0.3898111,-0.29636362,-0.38068473,-0.3893967,-0.4108238,-0.41839632,-0.38063616,-0.23423994,-0.36704448,0.22696629,-0.455636,-0.36367264,-0.36030617,-0.3739058,-0.35243553,-0.35475305,-0.43800038,-0.44693083,-0.43499622,-0.35009506,-0.43567148,-0.5167901,-0.4503386,-0.44286597,-0.4405002,-0.28454286,-0.21002622,-0.4462299,-0.39352503,NA,653,"oth"
"654","0000000000000000009b_0",-0.49642769,-0.51741606,-0.46153846,0.14067611,-0.37127635,-0.44210306,-0.16166346,-0.32634887,-0.39864016,-0.39427862,-0.25103694,-0.38042444,-0.38129497,0.039518073,-0.4377193,-0.38043478,-0.15846257,-0.37251908,-0.36766335,-0.3999586,-0.46904317,-0.49620852,-0.51902175,-0.51339483,-0.53010774,-0.5303605,-0.46893317,-0.5401662,-0.50395167,-0.4084199,-0.20060195,-0.5002902,-0.47237077,NA,654,"oth"
"655","0000000000000000009c_0",-0.30350837,-0.21061008,-0.30857143,0.005904455,-0.36430317,-0.4167103,-0.4528302,-0.44198644,-0.40288103,-0.45749575,-0.34742856,-0.44193378,-0.3457572,-0.29955342,-0.45454547,-0.40861976,-0.42987874,-0.2553967,-0.45734525,-0.40750325,-0.5171026,-0.45706737,-0.5059347,-0.47103825,-0.5463247,-0.5260693,-0.46356276,-0.45587787,-0.44048944,-0.4717873,-0.4158299,-0.43463755,-0.48025927,NA,655,"oth"
"656","0000000000000000009d_0",-0.2292849,-0.2686916,-0.24423076,0.07586207,-0.3125,-0.40327471,-0.4346426,-0.45127892,-0.3411199,-0.4250681,-0.33375356,-0.37599364,-0.20752864,-0.33794162,-0.22010398,-0.41498846,-0.35634243,-0.21237864,-0.4616896,-0.468854,-0.5215819,-0.50545096,-0.52196306,-0.4437086,-0.559267,-0.5401435,-0.45280665,-0.3985056,-0.3540856,-0.43131673,-0.39800075,-0.4,-0.3262032,NA,656,"oth"
"657","0000000000000000009e_0",-0.30503795,-0.11614731,-0.24844721,-0.046386193,-0.42597294,-0.43782654,-0.42194873,-0.3579639,-0.3431085,-0.35663816,-0.3752043,-0.446645,-0.25496182,-0.470099,-0.4159292,-0.22116564,-0.45430347,-0.1847564,-0.47036377,-0.45554712,-0.46858084,-0.44944066,-0.49615145,-0.48433837,-0.54392296,-0.44736066,-0.40465495,-0.48885792,-0.19106145,-0.50108254,-0.4668902,-0.48122182,-0.36256546,NA,657,"oth"
"658","0000000000000000009f_0",0.016149068,-0.087599546,-0.30944625,-0.36624008,-0.4393871,-0.4906801,-0.45952526,-0.45792407,-0.41153342,-0.34691152,-0.29486278,-0.32009438,-0.234588,-0.084535055,-0.45734727,-0.39577734,-0.26476443,-0.15700781,-0.3108946,-0.46343735,-0.4818991,-0.3859522,-0.4195823,-0.51042897,-0.4829743,-0.36206895,-0.45944762,-0.3825631,-0.35844615,-0.44218135,-0.46869713,-0.46897733,-0.42880794,NA,658,"oth"
"659","000000000000000000a0_0",0.13439636,-0.26520798,-0.2727848,-0.40903056,-0.39175257,-0.24492513,-0.42884663,-0.46465096,-0.4175517,-0.32418457,-0.4025892,-0.40223882,-0.40387276,-0.37471265,-0.43104213,-0.4390907,-0.33857825,-0.16844764,-0.36081082,-0.37328455,-0.3967742,-0.33561176,-0.4057799,-0.28242022,-0.4301031,-0.35555556,-0.378882,-0.46975425,-0.50060606,-0.49564636,-0.4335825,-0.50088674,-0.4357161,NA,659,"oth"
"660","000000000000000000a1_0",0.030263158,-0.3813397,-0.24960506,-0.33912462,-0.40264925,-0.49916106,-0.4517159,-0.4626506,-0.3989305,-0.41431096,-0.39903435,-0.4224806,-0.30730593,-0.37770155,-0.42820325,-0.45874307,-0.35222152,-0.28194955,-0.48671025,-0.44287318,-0.44074634,-0.3294748,-0.4134406,-0.33862016,-0.37563026,-0.43468168,-0.38657272,-0.49891382,-0.21361503,-0.5093743,-0.46300715,-0.49054027,-0.38840312,NA,660,"oth"
"661","000000000000000000a2_0",0.007936508,-0.067702554,-0.41226473,-0.3752244,-0.40287623,-0.47414848,-0.32742578,-0.45541912,-0.3637732,-0.3190585,-0.3388724,-0.33333334,-0.3986766,-0.4422646,-0.46855983,-0.42344618,-0.26904762,-0.14836289,-0.44094488,-0.41028967,-0.30165815,-0.4160297,-0.45891848,-0.52402955,-0.4919486,-0.44655737,-0.49161553,-0.40221402,-0.3230063,-0.4617874,-0.4698225,-0.45024076,-0.4294464,NA,661,"oth"
"662","000000000000000000a3_0",-0.32235104,-0.33692032,-0.39905548,-0.39541548,-0.46526867,-0.47984496,-0.42251223,-0.45925927,-0.3328908,-0.4101759,-0.34304932,-0.33367848,-0.4296952,-0.28058967,-0.35238096,-0.4378184,-0.2546786,-0.23290986,-0.46341464,-0.32998943,-0.41213062,-0.50333107,-0.43645605,-0.43672112,-0.4329502,-0.4028795,-0.4462935,-0.41226414,-0.5219174,-0.35681185,-0.43518817,-0.40308088,-0.4474656,NA,662,"oth"
"663","000000000000000000a4_0",-0.39202964,-0.18576723,-0.39405438,-0.44279295,-0.25141776,-0.41837046,-0.1780948,-0.43794242,-0.3686007,-0.36100328,-0.39952153,-0.3586899,-0.2679945,-0.40497336,-0.39127448,-0.36479732,-0.36884156,-0.13818903,-0.44787645,-0.13975903,-0.4277444,-0.44255874,-0.4094044,-0.39119172,-0.45401382,-0.3907587,-0.2916497,-0.42765862,-0.4672755,-0.5076722,-0.3316865,-0.2976986,-0.39657566,NA,663,"oth"
"664","000000000000000000a5_0",-0.3237072,-0.2895238,-0.43888888,-0.41169855,-0.4808444,-0.4111675,-0.4019406,-0.42987698,-0.36821154,-0.39926016,-0.30856553,-0.32472324,-0.2659176,-0.4019174,-0.41504344,-0.4241863,-0.3751696,-0.07284152,-0.38139397,-0.40521327,-0.39617488,-0.46419206,-0.4055851,-0.35396403,-0.46113494,-0.47939068,-0.36549506,-0.3908382,-0.49983865,-0.49306625,-0.3857272,-0.2630745,-0.38041002,NA,664,"oth"
"665","000000000000000000a6_0",-0.42126957,-0.2879046,-0.4237004,-0.45566618,-0.49052906,-0.41571102,-0.41110218,-0.44103947,-0.36713997,-0.4050892,-0.27906978,-0.3486974,-0.22287048,-0.45063752,-0.3799033,-0.38470453,-0.34691566,-0.18789238,-0.2687196,-0.19318849,-0.32865497,-0.417564,-0.42545626,-0.43680158,-0.42902207,-0.5086628,-0.30762565,-0.41021127,-0.40713766,-0.49638933,-0.4740082,-0.38116592,-0.3593482,NA,665,"oth"
"666","000000000000000000a7_0",-0.3787743,-0.100660235,-0.41663653,-0.46026832,-0.46085012,-0.50758505,-0.3327126,-0.45307374,-0.3318182,-0.4707079,-0.42166296,-0.45860928,-0.26005024,-0.42445213,-0.39056224,-0.29432908,-0.41266796,-0.44567046,-0.5235772,-0.44534934,-0.42315137,-0.35314932,-0.44576243,-0.48791638,-0.47988623,-0.5197725,-0.39480692,-0.4536412,-0.48672566,-0.12899213,-0.4793262,-0.42037937,-0.47694427,NA,666,"oth"
"667","000000000000000000a8_0",-0.3006175,-0.3131313,-0.41449276,-0.30819982,-0.4920398,-0.52593136,-0.4382955,-0.39839458,-0.36870155,-0.43965518,-0.30227274,-0.3413404,-0.46158323,-0.27918783,-0.3847346,-0.39768785,-0.36293903,-0.3088765,-0.44730517,-0.46784142,-0.4566474,-0.36448598,-0.12625666,-0.45292544,-0.48210162,-0.5259096,-0.4776482,-0.43638524,-0.42182228,-0.09928689,-0.47143796,-0.50308853,-0.46106133,NA,667,"oth"
"668","000000000000000000a9_0",-0.42053542,-0.23489189,-0.30454823,-0.117633246,-0.39657566,-0.44044504,-0.1922078,-0.4020401,-0.15532994,-0.33207548,-0.36570692,-0.32440686,-0.44386873,-0.3724809,-0.38696983,-0.40242916,-0.4213755,-0.28060007,-0.41402596,-0.4045534,-0.43682864,-0.36684552,-0.42507067,-0.36901328,-0.4078125,-0.3748141,-0.45038888,-0.34843314,-0.35622317,-0.085331164,-0.45454547,-0.3294964,-0.4433483,NA,668,"oth"
"669","000000000000000000aa_0",-0.36218303,-0.30864197,-0.43370235,-0.28913283,-0.27744108,-0.37195525,-0.27817515,-0.3507729,-0.34154817,-0.4192086,-0.2957435,-0.37927592,-0.35744172,-0.38444194,-0.18397997,-0.44087255,-0.39520654,-0.10179142,-0.34258962,-0.39404553,-0.36182573,-0.4873726,-0.3844074,-0.47616467,-0.43054625,0.35006806,-0.30791983,-0.459653,-0.41313985,-0.45966908,-0.38712972,-0.3627232,-0.44333887,NA,669,"oth"
"670","000000000000000000ab_0",-0.333731,-0.30123892,-0.46340325,-0.23861566,-0.2663248,-0.27128118,-0.22115725,-0.36571825,-0.32796317,-0.36738816,-0.332112,-0.33460712,-0.19216965,-0.175116,-0.30321696,-0.4332425,-0.38778588,-0.13058366,-0.38572162,-0.3970008,-0.40163192,-0.44217438,-0.3653984,-0.47035727,-0.4254669,-0.36318007,-0.3339787,-0.43712246,-0.4429674,-0.45370176,-0.42449743,-0.43154436,-0.4513671,NA,670,"oth"
"671","000000000000000000ac_0",-0.43301588,-0.2510796,-0.33965844,-0.31736818,-0.42064372,-0.25696102,-0.25062034,-0.23282318,-0.23043944,-0.45178765,-0.42511275,-0.25567585,-0.115051225,-0.3992701,-0.3673584,-0.39010856,-0.3984375,-0.20447564,-0.34868747,-0.2563813,-0.43198937,-0.54383075,-0.453561,-0.36365524,-0.43546945,-0.42035004,-0.3789303,-0.44371986,-0.2684776,-0.415534,-0.3985043,-0.33927435,-0.35722727,NA,671,"oth"
"672","000000000000000000ad_0",-0.2635716,-0.3412863,-0.39313456,-0.3855683,-0.42147994,-0.25710124,-0.31518385,-0.23029083,-0.35953307,-0.3521851,-0.4384449,-0.4290928,-0.25358292,-0.41193765,-0.37524688,-0.3699284,-0.38566738,-0.15600625,-0.4359594,-0.26611757,-0.35908142,-0.53564817,-0.4602975,-0.28824347,-0.43598616,-0.5198339,-0.37173396,-0.43010393,-0.40189445,-0.4025375,-0.38555172,-0.4310438,-0.42056933,NA,672,"oth"
"673","000000000000000000ae_0",-0.35786667,-0.41126007,-0.29411766,-0.45343882,-0.4110867,-0.29550174,-0.40616548,-0.3396923,-0.28425553,-0.24977778,-0.3608871,-0.3814861,-0.21249546,-0.4561583,-0.37191978,-0.33449882,-0.37485242,-0.113434814,-0.44109195,-0.46335626,-0.30543187,-0.5329768,-0.49695328,-0.49253732,-0.46204865,-0.502653,-0.53729284,-0.49141532,-0.49530107,-0.49438944,-0.4217647,-0.4548193,-0.45146278,NA,673,"oth"
"674","000000000000000000af_0",-0.016129032,-0.08302016,-0.39757016,-0.33631012,-0.41950244,-0.2620321,-0.26656848,-0.21197926,-0.32007232,-0.42918456,-0.43525657,-0.37004754,-0.25340065,-0.44541627,-0.38096583,-0.46303502,-0.3777308,-0.26156533,-0.43554688,-0.46050236,-0.375,-0.58866465,-0.4836703,-0.46087456,-0.5258453,-0.5396068,-0.119386874,-0.4623451,-0.41207546,-0.22284725,-0.4319136,-0.3611111,-0.5067235,NA,674,"oth"
"675","000000000000000000b0_0",-0.33102253,-0.3952673,-0.45001617,-0.25882122,-0.45017636,-0.49686587,-0.18412414,-0.42169595,-0.3054632,-0.40055677,-0.39798936,-0.39075094,-0.34305316,-0.40261528,-0.3921986,-0.39442232,-0.39716747,-0.33996272,-0.4391583,-0.4525829,-0.5188529,-0.5800757,-0.5434609,-0.48320895,-0.240347,0.26594466,-0.47100064,-0.45355192,-0.45250738,-0.49860725,-0.40728655,-0.33994588,-0.5113038,NA,675,"oth"
"676","000000000000000000b1_0",-0.333731,-0.20696618,-0.4776066,-0.21481481,-0.4477693,-0.49825174,-0.23076923,-0.39059305,-0.28125,-0.40559006,-0.4056669,-0.39750957,-0.39303482,-0.404384,-0.38779733,-0.4000963,-0.41913992,-0.41127232,-0.42136338,-0.44722718,-0.5233242,-0.4827241,-0.46912244,-0.45981774,-0.48862603,0.2709341,-0.48613432,-0.4201229,-0.4804657,-0.48933288,-0.30426717,-0.41800642,-0.50315034,NA,676,"oth"
"677","000000000000000000b2_0",-0.35595107,-0.3641571,-0.45410627,-0.46014053,-0.52205527,-0.5113154,-0.38190684,-0.37518853,-0.3436029,-0.35506734,-0.4047683,-0.39752144,-0.40207678,-0.4353289,-0.42205638,-0.44169444,-0.41196465,-0.34558094,-0.44537434,-0.28044426,-0.57109433,-0.5193515,-0.5313609,-0.48355424,-0.523918,0.25301006,-0.51024455,-0.42631766,-0.50273824,-0.15285327,-0.44004402,-0.30374905,-0.5044679,NA,677,"oth"
"678","000000000000000000b3_0",-0.29326764,-0.39352968,-0.43304464,-0.44502124,-0.45739526,-0.4345809,-0.3700919,-0.32990825,-0.3614893,-0.44564483,-0.45992854,-0.38379908,-0.36950624,0.09312446,-0.22556391,-0.45563072,-0.4067724,-0.16610025,-0.4039266,-0.4453569,-0.50058985,-0.49796692,-0.5440997,-0.47987804,-0.4817987,0.27323747,-0.450078,-0.4038748,-0.41828793,-0.1347207,-0.4062864,-0.29411766,-0.41552255,NA,678,"oth"
"679","000000000000000000b4_0",-0.32305756,-0.09573705,-0.3946126,-0.13203463,-0.39032936,-0.4060455,-0.38046646,-0.3051948,-0.34865063,-0.32131824,-0.06742739,-0.14754099,-0.3780037,-0.39687267,-0.23809524,-0.43070433,-0.43404004,-0.16923077,-0.29431438,-0.37549224,-0.26443768,-0.4023753,-0.4700045,-0.4703268,-0.41028708,0.24095106,-0.42181906,-0.4190352,-0.24728645,-0.13161033,-0.25209445,-0.45888594,-0.45800605,NA,679,"oth"
"680","000000000000000000b5_0",-0.32710844,-0.15760306,-0.4164107,-0.23020259,-0.4522613,-0.44574097,-0.37740806,-0.41103822,-0.38387823,-0.34575194,-0.4945827,-0.3904884,-0.3168579,-0.32498184,-0.34149855,-0.4019786,-0.27222577,-0.36426634,-0.34730157,-0.3961055,-0.43003064,-0.41588786,-0.39367262,-0.39421532,-0.5149875,-0.49591964,-0.25453654,-0.45922747,-0.38500315,-0.19746532,-0.44048193,-0.4489796,-0.46141478,NA,680,"oth"
"681","000000000000000000b6_0",-0.24966623,-0.40280733,-0.40186316,-0.3529412,-0.48552522,-0.21665491,-0.43046775,-0.3874147,-0.3726708,-0.40159574,-0.41528034,-0.39804095,-0.1829414,-0.23516949,-0.26007327,-0.42309582,-0.45107272,-0.23993808,-0.35360938,-0.3068347,-0.42675927,-0.350987,-0.41926345,-0.33677685,-0.37414965,0.41231844,-0.44281524,-0.37449932,-0.45675376,-0.40564373,-0.3037249,-0.39417475,-0.41358024,NA,681,"oth"
